order_id,order_item_id,product_id,seller_id,price,freight_value
7b15508a-1387-4f92-a7ac-ed434828e6c3,1,1f83a52a-8823-4e37-bb66-fd3a13af7a60,2134d7c2-9049-4328-ab4a-2eb7588a6e13,46.53,49.48
d8735d4c-7d05-4716-914a-fc31fb3d1489,1,e04156d0-e4b3-4b08-8d3f-a8111039f1c9,0b2aaf90-6e8e-41a2-91ec-b095ddcc72e0,409.58,38.27
d8735d4c-7d05-4716-914a-fc31fb3d1489,2,315a38d7-d761-48f2-8861-16177d429f49,fb0de80c-f396-416b-9f10-ac399be88375,367.21,40.85
d8735d4c-7d05-4716-914a-fc31fb3d1489,3,fa8eb3af-040d-485c-990f-fcd7f63c87f5,b320a23c-617e-4d1c-9f37-e0b64670d706,46.28,24.34
c3db23cf-76e2-4496-8e62-754e2ca0cb4c,1,d9e38b46-c45b-4612-8f4a-34ed2ce1edc7,0a0d5c1a-88cf-4b7c-aeb6-db3eba308311,56.75,24.83
c3db23cf-76e2-4496-8e62-754e2ca0cb4c,2,625506ae-b9a0-47dd-b434-dd35ef92a46e,94542695-bc71-4f67-9f36-ba0fa5acdca8,337.73,36.64
6b9f6866-a2d0-413e-9b5c-57fd9ec117ca,1,b52f2df9-f03a-4db1-b99d-e91a6ce08ab3,7c5bb59a-24f6-4c41-a682-6eb25f61e355,197.63,48.87
0260c140-db81-46df-bb8b-93796f175871,1,719a7019-f86d-4540-a763-5060dfaeb649,575916e8-b97f-47d6-b6b0-b2c4106f8d4f,387.77,29.75
0260c140-db81-46df-bb8b-93796f175871,2,01166a2b-e8ec-474f-b29c-4fd379e18eea,aaf3c988-7807-43dd-a18f-1d21e0d67819,266.14,27.1
0260c140-db81-46df-bb8b-93796f175871,3,1d5d19f9-112e-4104-9911-7725c81271aa,fb0de80c-f396-416b-9f10-ac399be88375,22.46,14.32
9d6392b0-dd44-444a-9101-7f6777c2015a,1,a4a74a89-7e97-46f6-baff-019ad300e726,241807b2-e7f0-4e22-a2ec-e0924d27062f,259.2,46.3
5c0d6b4a-d502-4594-a9c8-9b3d52b4cd6f,1,cb8f46cc-c9f4-4242-8520-fd60d9f6c22f,575916e8-b97f-47d6-b6b0-b2c4106f8d4f,47.72,21.59
1a2bdb91-8d49-4be6-add2-ce869eb910b1,1,48cf8209-89b2-43fb-88e9-9811f50e04e6,1eb17b6d-6b32-4ca3-a2e0-c1e366a50a03,320.37,44.86
1a2bdb91-8d49-4be6-add2-ce869eb910b1,2,fc2756f6-6aee-46db-8fab-ccb99c7f21b1,070aff82-af80-4d99-97dc-6b8c4746beac,403.8,17.46
deb80e6c-7183-4b4f-837e-5d379d105caa,1,189323f9-d67f-4159-b374-383bcba1fb5b,99d5c1bf-abac-457c-a8a8-0ee838c924bc,69.82,24.25
deb80e6c-7183-4b4f-837e-5d379d105caa,2,e778f37b-f5ad-4865-9831-240b8a1357d3,136c16f0-e2c0-442a-aa59-bf7fd89faf61,454.35,20.89
edc32249-4096-42de-b5d3-b123c9f30e3b,1,a263c545-6c68-4d73-b849-00925acad551,e4801e10-8045-49a7-a8d8-f410718b5a29,159.34,16.59
81ad6b37-f6cb-4ccd-9416-508db44c07e4,1,7190b343-8778-48a8-86e3-66c56b32c75e,8dcc8303-62b7-49dc-97c4-2b91ea9c2986,175.43,47.72
81ad6b37-f6cb-4ccd-9416-508db44c07e4,2,87d85fa9-7cac-47eb-b3b8-375d9b0d321b,3c104f5a-8d0a-45bf-a775-a233eaba7e0d,168.37,30.75
5b28d861-9511-42cb-8224-af24f030a8d0,1,353d8b26-7d16-4945-8ef5-7c64083f9653,6f9769f6-0399-4f2a-83e0-13ee0de37e5f,481.6,20.07
5b28d861-9511-42cb-8224-af24f030a8d0,2,8656bd48-5b28-4ed8-97c2-c10f10cfb708,1eb17b6d-6b32-4ca3-a2e0-c1e366a50a03,253.65,22.04
7f516bf1-9933-4f08-b8c6-f449d6e92cad,1,e699cffe-f7a3-439f-9a92-b3d7ae8aa5c0,aff71e05-012c-472d-b451-5e7a125847a0,256.31,12.06
7f516bf1-9933-4f08-b8c6-f449d6e92cad,2,6c5fce8c-cfd5-4239-ae8d-c552ae39bfa7,575916e8-b97f-47d6-b6b0-b2c4106f8d4f,146.54,46.33
a05a0c1c-3d82-46dc-a1f1-0874ee50c405,1,8ab4e27a-8bf1-44d0-9b12-141fd4108d2d,a293e751-48e9-49e0-81db-c7490b8af215,492.97,19.68
a05a0c1c-3d82-46dc-a1f1-0874ee50c405,2,0ed9d257-a11e-4875-9cec-c0594d47dcef,be737dae-a797-48f9-91cd-03ba758c9a72,339.35,40.46
e8d0a4e2-dea9-4d8b-9af4-9824359100c3,1,81902252-57f9-4f03-a50f-49f0352986a0,f31b6a23-8001-4ea9-a2ff-97a762884546,320.43,31.43
e8d0a4e2-dea9-4d8b-9af4-9824359100c3,2,78ef0e87-f39a-453a-9e7f-5a371327221f,7e0f9158-d702-4a15-9561-14ab73283954,54.24,43.41
7f059303-a80a-4ca9-bfb8-876190eeb29d,1,2b36d9f8-2e04-4764-adc2-7f35df884406,c72dc9b1-97cf-42c9-be4f-f034d7d646a9,299.54,37.1
7f059303-a80a-4ca9-bfb8-876190eeb29d,2,96d2928c-e7ec-4921-99ce-9d0e190978d5,b478a487-c274-492e-ace9-d5cf8d956c99,18.13,30.48
7f059303-a80a-4ca9-bfb8-876190eeb29d,3,6b0cf36c-40d3-411a-95ff-b1cac17521a8,e60d5955-59f5-4996-8c76-51442dfab4d6,120.98,35.81
8bc4673b-3c62-4c77-aa1a-93c5b7006c71,1,5c763163-92a5-4753-b783-446da809e1b5,e60d5955-59f5-4996-8c76-51442dfab4d6,469.0,15.5
8bc4673b-3c62-4c77-aa1a-93c5b7006c71,2,adde7926-c7c5-4bd9-b0a9-a88ee8d19b7f,ebf2c4cf-f533-4769-acb4-53375d4f1e4a,177.12,14.54
8bc4673b-3c62-4c77-aa1a-93c5b7006c71,3,c100534b-5502-489b-8fff-f3fd455d36c1,8458e4a1-8560-4b1c-a11e-298f4f791921,463.1,45.09
b281c6aa-8c29-4158-962a-4aaafe585538,1,93a3cb4a-beb2-4ee6-8b8c-8709c9f090b9,5105899a-b809-4d35-b235-acc5db157765,128.51,13.72
24745e2a-23fe-4636-96ef-36de247e1150,1,e4442a03-2ac3-4088-812d-72ece24df0c7,4444c3e5-6847-400d-a655-7f257b18e28e,102.47,21.15
24745e2a-23fe-4636-96ef-36de247e1150,2,32dee79e-71bf-4c68-bfef-d9da364fa885,1fed7d98-cd7f-4420-aabc-3b7cc8a4d536,353.18,43.87
24745e2a-23fe-4636-96ef-36de247e1150,3,f0ea48f3-ec52-42cb-96f8-9fa8bf2cefa9,7b8db80b-cb9c-4d80-952c-4defc980964c,429.6,26.18
74845af6-bcf9-4a9b-9e30-d74505178a0b,1,c3ac51b5-979e-497c-bca1-c0395442b63c,c3bb05a9-e2d2-4398-87f3-17535a59fad6,89.2,45.94
5b9c976b-b47b-4f5d-a2e6-5ab968205cfc,1,0424641f-8baf-4086-b87e-93340d3655ca,7b8db80b-cb9c-4d80-952c-4defc980964c,335.12,10.2
ba7eb1b6-8742-4646-8964-fbbf6cb931e9,1,cc198a9b-2bf5-4313-a6e7-ee791a1e0658,4444c3e5-6847-400d-a655-7f257b18e28e,329.46,18.97
ba7eb1b6-8742-4646-8964-fbbf6cb931e9,2,98fcbe32-0253-4a94-ba08-535a8ba9ee55,2134d7c2-9049-4328-ab4a-2eb7588a6e13,358.97,19.49
ba7eb1b6-8742-4646-8964-fbbf6cb931e9,3,877085bf-116f-4e36-a410-f0bd3fb7e9f4,0a0d5c1a-88cf-4b7c-aeb6-db3eba308311,169.45,39.86
d0ac6be9-2122-4e03-b503-c8c6e7df4531,1,06129e5b-2038-4199-9dc1-ed759d91d647,8dcc8303-62b7-49dc-97c4-2b91ea9c2986,275.84,30.35
821c1848-e6a8-46c4-b864-2a899bde1e47,1,bd504b8d-bb6d-446b-8a6d-9aedfa1b1461,070aff82-af80-4d99-97dc-6b8c4746beac,489.66,29.47
821c1848-e6a8-46c4-b864-2a899bde1e47,2,cd749a74-9a07-482e-aece-162b6e279c15,c7ab2c7d-9cb1-498c-88b3-999c94f0e9a0,453.99,27.38
e70d7f3a-cc41-4056-b1ce-47ee140a6bb1,1,93d9563d-216d-4787-9f63-da80a7887fb6,7e0f9158-d702-4a15-9561-14ab73283954,105.67,38.9
6011c593-421d-482a-84b1-3ee4b554c0b4,1,c47dbf7e-4ed7-44ab-9880-5dca5c6d5661,c72dc9b1-97cf-42c9-be4f-f034d7d646a9,497.33,28.8
8c5b0d24-a2b4-4d9c-a517-851a57865916,1,530ceb1f-e9e5-4c03-95ea-ef8bf504a014,5fcd97c5-aecd-4b0d-8737-c594c85219c5,477.01,23.23
68777347-a711-4679-9812-090bf64f132f,1,86e70fdc-a346-46cb-a7a1-50c12bcaf80e,d8022c82-83ce-4370-bd6c-4653c8991bc8,159.79,17.64
68777347-a711-4679-9812-090bf64f132f,2,ccd3370a-bf2d-4c8f-82c8-082cd03d6bd9,c3bb05a9-e2d2-4398-87f3-17535a59fad6,141.55,29.41
68777347-a711-4679-9812-090bf64f132f,3,efa0c67b-9dbe-47f2-80c7-3dafdd44ba91,d87b4df6-d396-4dd2-9440-ef0bdd855a66,192.62,25.79
ef7466f9-5400-402f-9276-c0b03bf70063,1,21140958-cd3d-429c-9e75-9f7dc9ea9c45,9a74e1c2-25d7-40a9-b41a-e435238f6163,57.62,34.6
ef7466f9-5400-402f-9276-c0b03bf70063,2,32c87af3-1010-4338-877e-f37b9e530d3a,ee90e3fd-ab3c-49c9-955b-e3c9748a07cb,495.13,15.6
29c91437-97d4-4bfc-9689-dd18849393e5,1,52bc5fe2-44a3-4334-a222-67ab80a6657a,6f9769f6-0399-4f2a-83e0-13ee0de37e5f,76.94,38.36
a7a31bf6-8ab5-4529-a13f-97d9dc383b8b,1,c9eeaf64-ea63-4e99-ad0e-7f9e3056b603,83b82ff9-dfd2-4f50-ad35-bd42a2a7e239,135.54,34.46
a7a31bf6-8ab5-4529-a13f-97d9dc383b8b,2,1f426b81-d5b7-4835-9b26-e3b181d9e170,c0268722-7cbe-441b-b7c8-bc15d31f894b,49.98,10.21
a7a31bf6-8ab5-4529-a13f-97d9dc383b8b,3,19b0f9c4-e033-44be-bb6b-597980e2c57d,6a686ab4-9535-4ffb-a766-12925975bcf6,317.67,17.77
35989df6-9450-4888-a99e-6f275b1f0faa,1,b997be0a-0fab-4bb9-9728-733874b86601,348c5e42-535e-4441-a34b-fbb67a4f7c1f,56.05,33.13
35989df6-9450-4888-a99e-6f275b1f0faa,2,73973442-d514-4210-9116-88b955a93d6d,3180930a-f9f3-4a2f-acca-e0f1f6b9257a,27.61,28.62
8d3a3903-b68a-47fe-914f-4000e2287949,1,ddb2f314-c82e-44cc-8be8-1f06af9903d3,94542695-bc71-4f67-9f36-ba0fa5acdca8,132.62,11.55
8d3a3903-b68a-47fe-914f-4000e2287949,2,398a0b70-0245-43ea-807f-42f09637deac,31980a4e-5f3c-4025-a9bb-3b756d8341e9,158.6,31.48
988b3aa6-312a-47e9-8be9-1d9a4b167f6d,1,2ea8f19b-60e8-4c92-b613-dd783dda4159,be737dae-a797-48f9-91cd-03ba758c9a72,234.06,43.68
34800e82-2bd5-4dda-8402-b169aa60c233,1,f6d72650-2a30-4851-b510-6c3293ca7190,be737dae-a797-48f9-91cd-03ba758c9a72,485.07,38.58
9dafebe1-38b8-404f-8aac-fd1f67444bdc,1,991bc3ea-ec05-4a46-84bc-52ab29dbffba,5ff2afb3-16c4-4717-b2a1-0b5a49973832,48.44,11.01
9dafebe1-38b8-404f-8aac-fd1f67444bdc,2,6c84c799-c861-4952-940e-ad29d3d18465,7b111bf3-8629-47c5-8430-c6eb623ed658,481.7,43.44
3b0551c0-1800-4b35-b174-b0b87e52f507,1,a3ee6c1e-6ec9-4fc0-b797-28adb492b8de,6e3df244-8edc-4db6-b3c6-612e7c415715,86.65,20.01
3b0551c0-1800-4b35-b174-b0b87e52f507,2,cb783ae5-2838-4b86-b958-a38a7f03fdf4,136c16f0-e2c0-442a-aa59-bf7fd89faf61,279.12,38.58
ce26e9fc-4932-4a56-9417-5b5dd3aefe52,1,9b15f714-cdc6-4a55-866b-51cba54ef1c1,c3bb05a9-e2d2-4398-87f3-17535a59fad6,371.57,32.17
862b3bc9-febb-48d8-a9c8-88759e45a890,1,dc692524-ca82-46e7-bad4-7433ab012acc,070aff82-af80-4d99-97dc-6b8c4746beac,184.43,40.31
862b3bc9-febb-48d8-a9c8-88759e45a890,2,f9890da6-a4c9-45b9-9474-f43136d8991c,1eb17b6d-6b32-4ca3-a2e0-c1e366a50a03,17.05,14.64
f7f36faf-2a4f-4394-a8fb-d26580d8655b,1,b6cd56f5-a313-47c1-aa38-ff86244cb627,ddc79a42-f54a-4909-a5d0-fe88764f7b1f,354.79,28.97
f7f36faf-2a4f-4394-a8fb-d26580d8655b,2,daaf6e0d-1faf-4fe5-a9bc-d5d9b391c822,99d5c1bf-abac-457c-a8a8-0ee838c924bc,57.94,29.66
ac93c42f-f230-46ac-9410-3064472dfe2d,1,dfb54494-71a5-40a8-a836-a709a2dbbbd7,0f1fd7d2-71c3-4d79-b578-f78f796e0e23,205.27,34.63
7c47c421-2a80-44b1-a234-475ebd3aa6ec,1,91834c2c-ae64-4073-bf8d-67eb6357f89c,7d8db3a4-f0b6-4217-b0de-fd7802d6c11e,316.67,30.13
7c47c421-2a80-44b1-a234-475ebd3aa6ec,2,d35d6d2e-8e4a-45c6-86c6-60a99b6e092d,aff71e05-012c-472d-b451-5e7a125847a0,429.68,36.35
a40a7881-410f-4edb-9a75-a0aca8044dec,1,688f0c33-3910-4edf-a6d5-0dc1d333fea6,0b2aaf90-6e8e-41a2-91ec-b095ddcc72e0,22.99,33.43
a40a7881-410f-4edb-9a75-a0aca8044dec,2,4286713a-ef01-49e5-aaad-b53930bbda16,348c5e42-535e-4441-a34b-fbb67a4f7c1f,470.71,33.02
cfae2209-b5db-4f30-9b0c-e21598dd1e46,1,3a042854-3b92-4373-9cf5-013ee2852f00,7a720f5a-53f5-4035-90fd-dc97c5013858,412.11,35.04
cfae2209-b5db-4f30-9b0c-e21598dd1e46,2,16f7090a-a8f4-4669-a037-f3516e3188bf,f645beb2-4b74-4c44-9a3e-5b3de459bdb3,412.01,36.06
cfae2209-b5db-4f30-9b0c-e21598dd1e46,3,e7632f42-8239-4fd1-8f59-13179b6d02ca,fcf15418-ccf9-4198-b1d9-b67d9ecd5e0a,111.28,20.96
e4406944-6dd9-49eb-86f7-ca7899f1e77e,1,dca81267-1923-4a97-9a27-2821b87419e6,7e0f9158-d702-4a15-9561-14ab73283954,344.67,12.85
e4406944-6dd9-49eb-86f7-ca7899f1e77e,2,12f8f476-383e-4855-b25e-11c0ff939243,be737dae-a797-48f9-91cd-03ba758c9a72,166.3,43.8
21dcc17b-89b2-4695-aa86-9a25c6d1be3c,1,7ae4baad-ecec-4f0c-9fea-eade2c8aa61f,5ff2afb3-16c4-4717-b2a1-0b5a49973832,67.9,37.87
21dcc17b-89b2-4695-aa86-9a25c6d1be3c,2,31e870ed-f9f1-4e3f-a5d3-c7ec8c9b7792,4948c14c-2b05-449d-8c7d-1d301f25f1bb,318.18,45.1
21dcc17b-89b2-4695-aa86-9a25c6d1be3c,3,e20843bd-5901-4ded-a466-5821f62ff6c1,c3bb05a9-e2d2-4398-87f3-17535a59fad6,370.18,42.14
f8c60dc2-06e0-4046-b432-a13afc8c73ea,1,d8a1fee8-4855-496b-ab77-2a13961fb905,ee90e3fd-ab3c-49c9-955b-e3c9748a07cb,495.35,26.5
f8c60dc2-06e0-4046-b432-a13afc8c73ea,2,35896051-65d9-43b3-8068-b5b578870177,8193d5e2-7a08-4e24-8b56-79071fe68569,192.29,41.06
f8c60dc2-06e0-4046-b432-a13afc8c73ea,3,4833b8f5-9e1c-4bc6-af40-07407d358e3d,b320a23c-617e-4d1c-9f37-e0b64670d706,176.99,47.23
4ce705ec-4125-4dcd-8209-4b5611279234,1,b42c6309-54b5-4a88-986e-f58280e62f0f,9a74e1c2-25d7-40a9-b41a-e435238f6163,372.56,19.53
6d1d5ef1-63e6-4a79-95c9-fbb6bbc6bd03,1,4f5f6377-d0af-4525-87a7-f53b8b3c3259,c72dc9b1-97cf-42c9-be4f-f034d7d646a9,166.82,45.82
ef753387-5974-447f-becf-21840857348d,1,596482cc-cf4c-4825-8411-7e2ae283573e,986ef5a6-75bb-434c-978f-d6569b97988e,166.46,48.0
22cb4de9-8afd-4f78-9014-4e93e4af316d,1,b8d6918f-7018-4177-a665-fa5fe32805de,0a2f0f63-e69f-4b19-80f6-932b4359de06,50.81,13.67
22cb4de9-8afd-4f78-9014-4e93e4af316d,2,b3805c61-92f8-4c79-b586-efd5853d91f5,7de36c16-a7b8-4e97-828e-0ff8b489d59d,305.2,32.15
22cb4de9-8afd-4f78-9014-4e93e4af316d,3,4d647474-eb66-4389-b14f-b7b9ecf45858,5f603643-58d8-431a-b049-9868238e4213,114.24,47.85
3873c542-cbd0-41b3-a6ca-1378ca626f58,1,719664ad-6eb7-4227-a321-bfbaf8f91ef0,881ee267-a097-4ed7-8894-878071d878c1,252.27,12.3
200f185f-1c89-4897-a208-c0b8f8fad05d,1,4d5c061e-e3b4-46f0-a079-5ab853016504,11f1ab89-39d4-43df-ac35-e81894d11d59,181.95,14.68
9382ddcb-cae9-495c-83bb-8050c7676fe3,1,9d819ff6-f9ab-4f4e-98b2-4a87556f609d,986ef5a6-75bb-434c-978f-d6569b97988e,59.55,13.36
bd64eb42-6207-4af1-b538-be164e358172,1,d6f0aab3-23c6-4ef7-8957-11abebae337a,c7ab2c7d-9cb1-498c-88b3-999c94f0e9a0,356.06,13.25
bd64eb42-6207-4af1-b538-be164e358172,2,48911a61-30b1-488a-8688-d4d7219acfea,6f3ee1ac-3651-42bb-985a-bf6716b84cfa,51.57,49.47
bd64eb42-6207-4af1-b538-be164e358172,3,ca59cbfc-df6a-439e-8ea6-82bf7690039c,6f3ee1ac-3651-42bb-985a-bf6716b84cfa,193.39,24.83
10943964-d75a-43f5-98c4-8021746e5c6b,1,4431cec0-b44d-4817-bdd0-98d2d9dfa774,a293e751-48e9-49e0-81db-c7490b8af215,300.03,24.01
160d70f4-47ef-4236-960c-be8f30bb8ce0,1,3f50360c-05ed-4337-897c-32bab16401ac,a293e751-48e9-49e0-81db-c7490b8af215,355.49,19.95
160d70f4-47ef-4236-960c-be8f30bb8ce0,2,4517d465-39cc-4894-a86d-268e92c99523,99d5c1bf-abac-457c-a8a8-0ee838c924bc,171.82,27.38
73510bbf-a40c-414e-8ddc-29b90af280a1,1,38bd0e53-d1de-485d-b4d1-5f352d62a59d,4948c14c-2b05-449d-8c7d-1d301f25f1bb,373.08,40.69
73510bbf-a40c-414e-8ddc-29b90af280a1,2,165c5e4d-59a8-49b4-bd69-ae7adbbf0396,60a591f4-133e-433c-949b-1c484805ab83,413.17,39.77
6c94c0ea-d169-4683-a7a8-c788dbbdaf22,1,f129460a-c219-4430-98d3-d8633563344e,8dcc8303-62b7-49dc-97c4-2b91ea9c2986,50.62,31.13
297e42d5-0fb4-427c-b5ff-37417cfde03f,1,fe9350e2-4299-4e1c-a5db-5d4519d8be0b,0a2f0f63-e69f-4b19-80f6-932b4359de06,31.15,45.65
713c59be-d3ed-41b3-b230-1e2e45f89d25,1,53306855-dcdc-44c7-a168-4276a0f5ef78,348c5e42-535e-4441-a34b-fbb67a4f7c1f,350.75,13.02
713c59be-d3ed-41b3-b230-1e2e45f89d25,2,2e3e4894-3236-4283-994e-c070bdd30aeb,575916e8-b97f-47d6-b6b0-b2c4106f8d4f,91.45,18.67
713c59be-d3ed-41b3-b230-1e2e45f89d25,3,2c73dbf2-ad4f-4181-985c-32e6d06ddb96,a7fbffc5-ce69-4775-8c33-7051dcaee471,154.3,49.83
7eabf261-0624-4889-bd1e-9e860a68c599,1,d8786117-ad20-4975-aa41-02f16438227e,23120c57-0be4-4368-8c9f-da0b6c6c4bc2,458.47,48.35
b4bed4d4-c110-4ba3-9658-469471dcb10a,1,33ce8214-a26c-4171-80cd-f25ad714bd99,e65a0b90-2dba-4077-b890-b622a30656cb,145.92,17.52
6824a237-01d7-4aed-8895-26544504f440,1,8f56ef1e-9f6a-439e-9deb-1868de78a651,18b2759a-ba72-41da-8d8e-8adf5d58d7df,487.45,49.45
76548643-361b-4fd6-bd5b-9ca56201c4d3,1,5ac897e8-57be-472a-9cce-cc7382528d8a,8faf076a-fd24-4d09-ab02-b04e76277be5,408.76,37.39
5ae7ae29-0458-4be9-8e5d-1d8038c8cd07,1,a8a08029-b30a-4e0e-931f-efc5a6eb2826,a836a4af-154a-4c13-b097-d556b5f24e4e,214.15,33.25
5ae7ae29-0458-4be9-8e5d-1d8038c8cd07,2,8e009fe8-ba53-4ed2-a2d4-5e78be1a8a3c,241807b2-e7f0-4e22-a2ec-e0924d27062f,460.4,13.31
4f413b7f-da4a-472e-97a3-004edaa952a5,1,ba1d5fa7-d41d-4a18-81ef-50db7c4b207a,c5e3f815-1e00-469a-a965-2e990fa01e69,22.92,25.06
cb85b4db-878f-4e7b-930f-aed0349fc307,1,b39252de-7f20-483a-8a4f-2658dd4faac6,766c7387-996c-435e-b419-257d6d7d9274,194.6,39.98
bcafce42-e3ce-4e90-a84b-d3ad50926f4e,1,f6f7ca46-2549-4695-9b03-23a5ccc94592,d8022c82-83ce-4370-bd6c-4653c8991bc8,41.12,11.47
1a6c767e-e031-4ebf-ad31-9cdf0b98207c,1,d4cecfcb-da0e-4265-8ed9-03ef8c4ada5d,881ee267-a097-4ed7-8894-878071d878c1,348.94,31.37
1a6c767e-e031-4ebf-ad31-9cdf0b98207c,2,c41f4e4d-d43f-4e2c-9c8d-27a04e47c354,6a686ab4-9535-4ffb-a766-12925975bcf6,377.46,46.53
6746c2f3-144b-4de8-8943-47fca4a6d738,1,b33d2743-afb9-41b4-b2e7-9156737c2a93,aff71e05-012c-472d-b451-5e7a125847a0,195.15,19.64
6746c2f3-144b-4de8-8943-47fca4a6d738,2,44765d8a-cd89-4e53-b134-04e33ca5df19,7b111bf3-8629-47c5-8430-c6eb623ed658,110.47,20.06
44f1b5d3-0150-4fca-8438-4e46c16b2585,1,529fb5b7-6c98-49d0-a713-ca328a91a30f,4fea32b1-64a3-49a8-aff6-cc903f512046,380.93,11.88
01827bba-af53-4594-9a3d-981fd5311023,1,ff407734-f073-4403-b827-7fe80ddce5cd,31980a4e-5f3c-4025-a9bb-3b756d8341e9,243.34,43.25
01827bba-af53-4594-9a3d-981fd5311023,2,c007e6f6-7737-43dc-b618-a53ebd963f89,83b82ff9-dfd2-4f50-ad35-bd42a2a7e239,160.81,42.66
f1f22bf5-7db7-416d-85d6-90c6cf18ee45,1,63028e89-22f3-4c8d-9192-d3bf8f28d2ca,80d3b864-e9e7-4a39-9c29-33a3de244ceb,207.71,15.36
f1f22bf5-7db7-416d-85d6-90c6cf18ee45,2,a5f532dd-60be-48d6-b7f5-9b5b52e0c710,f82bb35d-ae5b-474a-841c-e164c4cdd344,24.1,40.21
f1f22bf5-7db7-416d-85d6-90c6cf18ee45,3,e122498d-2f61-4f6c-b9e7-5ed5a20bd84c,223e1a69-cb7f-44c4-b9cb-75ff4cdbf589,313.95,38.16
2d9062cb-4255-4fd5-a88e-db976924c347,1,a15a652c-7d11-4dc8-a1d2-fd975adaae66,5ff2afb3-16c4-4717-b2a1-0b5a49973832,181.79,33.6
2d9062cb-4255-4fd5-a88e-db976924c347,2,5f6efc3c-9d23-404f-8610-dc140b512477,220e825f-66df-47bd-a1aa-45ff63cb764c,202.2,27.5
1cf8ee4f-95b0-4ab0-a886-8d4146f1bf52,1,788976e2-ce1b-46c7-be77-4217dca34f71,cdcdef2f-0b47-4875-9722-c05e2c44f2fa,230.95,46.42
1cf8ee4f-95b0-4ab0-a886-8d4146f1bf52,2,fcf64cdf-0b23-4178-b937-dfc90b8b62f7,8dcc8303-62b7-49dc-97c4-2b91ea9c2986,156.0,30.94
9e7b6e7a-d2b2-418b-8474-2d90cc47c137,1,c2a0989f-0b72-47d4-babe-f4e05f1e899a,6e3df244-8edc-4db6-b3c6-612e7c415715,251.14,20.33
