customer_id,customer_unique_id,customer_city,customer_state
29e669e7-5f2b-4f85-8cec-107622c22162,19676,South Kimberlyberg,BA
cf91ec0b-d3d0-4775-8d28-4a6c3c12e32e,68503,Hahntown,DF
7ca9fc9b-94e9-4bc6-96d7-ea4c24b5c8e9,62310,Amandaberg,MG
41b53ca1-a8d8-4e61-8737-6483d5b1d46b,58947,Gregview,PR
8f6e812b-5a09-433a-bc33-d7eece00cdf4,91539,West Paultown,MG
96370447-f77b-4e54-8c52-05a9e73d5fe6,83396,Brianton,RS
af1951dd-baa4-4938-b130-c3c879c952c0,68031,Terryhaven,GO
48d2e2a8-ebb0-4f7c-afc1-db8962886481,56728,North Thomas,GO
9bb969fb-4114-49b6-a871-5a4a3cc3e3d8,89591,Coxfurt,PR
728fbb9b-4d21-4574-98d6-cc3428297121,14058,Millerside,PE
1825b841-fdda-4098-bc14-5a2910b57c48,66483,Timothyland,BA
bca71584-43bd-414b-80bc-4e82c808206b,65433,Dayhaven,PE
fbf3fcc2-e8bb-406d-b4d1-ac0947225b4c,84886,Edwardsberg,BA
83eff35b-cc4c-4845-ae40-b563fe04088b,37523,Griffinburgh,SC
04a62bd6-69c8-4632-bb5e-ba72a68ed921,64726,Port Johnfort,RS
46cdb5a5-3d73-41c6-ba2f-841191287de9,37301,Kathrynberg,MG
222b6c32-bcdb-4526-aaf4-8303c51f0ffc,60117,Danielbury,GO
04fb9665-d1e8-4833-a058-01c71d59c205,91485,Lake Joyce,DF
5b4b0285-5619-451c-aa29-2687a3cd9fda,86888,Port Jennifer,RJ
cee7606a-d02c-48fe-aa17-e47d4e0cc114,62406,Kayleechester,SP
abd022b4-8ef0-4284-9bcb-3c4fc8707ff6,96176,East Heathermouth,RJ
411ce24e-3173-4d6d-ad90-2e5abf0bc99a,11685,Barbaraview,MG
721266d5-565b-4c88-a507-676ea113c374,25154,South Brianstad,MG
6484cedb-e1b3-4a3e-bdab-bdf49353e54f,50307,East Willie,BA
ee508f0d-e418-4660-bd43-517fadbb5bd1,52391,Walkerport,PE
154a0c4c-51e0-4124-80ad-a76aa3528dae,29970,Port Patrickborough,RJ
356f35e9-a3bc-4388-8b36-4ef4ffa3a762,99306,Lopezhaven,BA
cabe0760-c031-4be3-9f22-936a2be2aed0,12984,Greeneport,BA
26bef18f-01e8-4895-9b08-823d3fcc6257,60288,North Dwayne,PE
4500d236-84bf-4f36-9e89-afbbcc29f66b,75246,Heatherville,DF
506edd9c-12af-477e-b552-fc201e6450ef,78581,Williamview,GO
580a2b94-66d8-4020-8cc9-c297d1352cd0,93173,South Lori,PR
85b6ae56-bdbe-4cad-82db-c681c1052258,64063,South Melissaborough,GO
cdc2c87c-49df-40ac-a453-64b46814d307,29328,New Debrabury,SP
925c550c-4a0b-4177-8f6a-16bcbc6f7c46,85290,South Cheryl,RJ
b8cc358c-6705-489b-9c77-c608b886d5b0,54449,Lake Jennifer,GO
5412985a-6126-4607-a461-a500c0edc5e9,26279,South Joshua,PR
7ea86a32-abd6-4914-be61-d931924c9e1a,95148,New Colleenfort,SC
39d371f9-7640-4a6e-aaff-a17bb68e66f6,80765,West Raymondtown,RJ
14323805-8060-4cf9-960f-5f9284b0da4f,43745,South Juan,PR
cb4f5b62-7ad5-4dfb-9f57-16c99b403eb7,66519,Markmouth,BA
6345ab7c-8101-44d2-b65f-45cdb709b32a,86932,Taylorshire,MG
b023412e-1ce1-4278-b3b2-6f987e8c804e,65186,Onealmouth,DF
82f2b128-6d04-44ce-80e6-f07c0ae2a93f,74963,Jessicaview,SP
5a667794-6222-41a5-9100-a8d5c02e4c4e,77824,Davidville,PR
e4f4648f-c7d1-47b9-8013-eda4d54cefc1,91012,South Robert,GO
09bdb225-c80f-4229-acc0-29fdf520361c,43680,Natalieport,MG
15c02b57-e004-4bf6-a453-aa153653026d,90836,Pattersonberg,GO
09524aaf-4296-4c40-a08c-52bb85deb8b2,56435,Brockmouth,RJ
7750580e-4b5d-4c4f-88aa-2522b246dfa4,66621,East Nicole,PR
43d800c5-e67f-41d0-8385-60e5a6071779,36037,West Christina,GO
cfc7f67d-2328-4410-ae45-280a4bafce65,93577,New Tracy,PE
816d32d7-2738-496c-94aa-c7103a625a6c,29696,East Samanthastad,RS
f7649950-2459-4019-996b-50c9f5fa9a43,16777,Michaelville,MG
2262c779-0657-4248-8c5a-dcf609777455,48457,West Tinaview,SC
9d2408eb-10fc-48f6-9f2a-156f966c204a,18986,Grahamfort,MG
722a4583-945f-4e5b-814c-acf619c124cb,39169,Lake Rachelberg,GO
d219859b-c016-40b8-b4bc-90a77c399335,43190,Floresland,GO
9cd46ad0-a5cb-4779-8879-54023232a132,50200,Stephaniebury,SP
cc94b6df-d1b2-4471-aab9-62e5b3152f36,66924,Langton,PE
c9ccec27-c33f-4c3a-a478-0d93ffb97089,68429,Angelastad,SC
061294ca-cdbb-4d93-89e2-d08d0421c4d9,95962,East Johnhaven,DF
6798cf41-1589-4ef5-8b41-97719d4797d1,61728,New Tyler,SP
5d50cace-7ef8-4dc3-bf39-bf0844657e70,17028,Benjaminshire,RJ
d74ad68d-15b7-4933-bf39-d5332f2156b1,49986,Leslieland,SC
4d3fd88a-3373-40a7-9106-68908d6c4338,36638,South Sandyview,PR
e6995abb-089c-4970-9395-c19d7ae5cb69,64860,Mccalltown,RS
d67346b9-cc4d-4515-96fb-4e7c16080dbb,86973,Andersonport,SP
dfac4e80-986e-4c5d-97e5-e26f4f07f7ed,98800,East Eugeneshire,RS
eb16c808-403e-4327-8dcf-ccc54f1d25c5,36851,Carolynview,PE
2047f182-9eba-41a7-ae9f-9500c6059d3f,30990,Petersonmouth,RJ
a598a5f6-be94-484f-8cee-46dd78c5b37e,92975,Gutierrezland,RJ
36d568c5-5f57-4a44-a22a-3397fd0aede7,99147,Romerohaven,DF
0b865028-8a14-4877-a7d2-f5751c9b1e82,63285,Clayview,RJ
eccb7f65-b948-481c-954b-f7204fa87d9c,69868,Christopherfort,GO
b48af096-e927-4573-a574-9408596eb604,77895,South Ruben,MG
78712fd5-a3d2-42a5-bb03-c03e2d6cbe29,91791,Welchside,MG
02b4a859-b9ea-4fbf-a79c-2bee8a1ba46f,81822,New Heatherhaven,DF
69d51495-cf6a-413f-a68d-46aed3dd3afa,16158,Millsstad,GO
5ae247a3-2204-4dbc-baa6-36bfd77e2325,11097,Jonesmouth,MG
88ae5ed3-0f0a-4dc7-856e-a84d2a4b98a6,13591,Craigside,PR
43d30416-fef0-42a2-8128-f913291d8217,10126,Port Scottmouth,GO
14184e96-34c6-463b-8760-34aea2e1dd3b,82218,Sheltonchester,PE
7da0f2e9-b1e3-4c6c-8e76-d1648730296b,93035,New Thomasshire,BA
1eb2dc7d-a73c-4092-a3cb-023d8e040763,13615,Pattersonberg,RS
fdf7d45a-3765-46e9-a227-db10dfa83f6f,58468,Carolynville,GO
ea5f6e16-e6f2-46f6-bb7c-996a50505fca,17118,Lauraborough,RS
f778cc2b-6e24-4558-a298-20d574350f0a,25192,Johnberg,PR
416c33fc-d42f-4149-b36d-7e4282e7164f,24868,East Jessica,BA
bc6c190c-48ba-4b03-a1b9-c29694dfb7db,99567,South Dianatown,SC
3fd22baa-1760-4f9f-8e5f-76bba24fa997,72198,Danielmouth,DF
d51b9a7f-5e91-4266-9b4f-79bb695ac454,42890,West Robert,GO
6c4a6fa2-12ce-46f4-8375-fb61bb320b4e,30532,East Thomaston,DF
7f3269b1-1154-4617-b27c-df1f68d4c92c,37376,Lawsonport,RJ
37942ee1-cc21-4690-833e-59e14858c7a4,73151,Port Robinside,RS
2f8cf200-fa8e-4dc8-a51d-be382e84a35f,97414,Port Amychester,RS
cba91928-524d-4a86-99f2-a07fd28361e1,54934,Jaredberg,RJ
0e5d59ec-b4b2-4e38-9ece-49cb96fa6bfd,37723,New Craig,SC
65703ec8-83b0-4b1f-9bc6-21d69eefac54,54499,South Mariaport,SP
67be3407-4d49-47cd-a180-607120c6eb0b,30229,Danielton,PE
dac9ab36-52df-4ff9-86b8-3f2f046aaa3f,16426,Woodmouth,GO
7a222a29-c5fe-44bc-9281-17c7e7ae469d,54134,North Austin,RS
2cb139d0-874f-4ef7-9e13-7a64eb488cba,41664,Steelefurt,PE
88c6533d-a725-4106-ad48-3ed20bad54c4,93554,Port Shelly,RS
b03c7159-c012-4674-b6c2-50c2db7f7e67,24260,New Lawrenceberg,SP
4e0fafd4-3de8-4bf5-9564-aa221c546004,77817,West Joshua,RJ
8aabbfb2-8080-49bd-92ef-14fc2ba5d2b3,83634,Lefurt,SP
b1e319ea-5f0a-4a03-96be-176d41ed57ef,74108,Everettview,RS
28e39e7b-7bae-45de-bf7b-e04f63ff3bb1,86233,South Collin,RJ
7682da86-5be7-4eb3-b4ce-6423ffe1218c,35943,West Meghanchester,SP
b885aa6e-130c-4c60-baf0-555dfd06956b,58383,Walkermouth,SC
3270eb8f-1fdf-4b89-8f75-7a6a908b3e6b,80114,South Jamieshire,RJ
b801ea59-4322-4f2d-9d64-554d16a59f66,82155,Dawnchester,GO
3339ad3f-c179-4c72-83d1-9e1e431f32e7,23099,South Christinemouth,RS
e87b6dce-99b3-4041-9eba-6122a6b35d7f,25992,New Eric,PR
8d224136-204b-452d-bca6-383c9e6019ac,54271,South Patriciatown,DF
d3ce0ef7-f4fe-436e-bb5d-127e7c6f8104,74527,Albertfurt,RS
a95616dc-632a-43a0-91c6-23d8bc9aa2d8,46075,Kerrberg,GO
a419d856-9bd8-461f-905e-bc67eef3fb23,75013,New Jocelyn,MG
d5d32216-db0f-4b5f-a8f0-6f3e5fef468f,54121,Duartemouth,PE
47508b8d-15ce-4673-bb8e-1dfb9b5de786,48223,Toddfort,PE
8c4d2899-d2b0-46c5-a057-d344d5af487e,72892,Loriland,DF
8c987bfd-667f-4d15-8605-7c21477e3bb2,48323,South Jeffreyton,RS
8266a29f-049d-4763-8408-11447d588782,49210,Lake Sara,DF
8b748c71-a497-4968-aa9a-65bd33ef706e,79692,Morganborough,BA
401f2aec-eb50-4a85-9000-140008d3d314,40445,Jefferyberg,RS
a9999d86-f521-4172-a563-b69b415ac927,83459,Williamhaven,RJ
0b9ca6ba-96b2-4d63-9b47-dba9c8bd6aad,67702,New Ryanside,RJ
90959aaf-4fef-4dd7-a0ce-84540ca52979,71231,Mariaside,BA
3b5bd859-11e5-4528-a0a0-a9e162044a1f,96632,Lake Jenniferhaven,SC
4bae32f4-d823-4595-bc9e-5aa8df075fe1,23898,Holtstad,BA
c9d85615-80cf-4b3a-a10d-92316e81ec92,90260,Port Tyler,BA
1a01135a-61c2-4ac2-bfed-4a6c9ba35543,25655,Joeshire,DF
c57e38d2-9fa3-4d31-adb0-d655024585e1,81701,Garciachester,SP
b6fd02f2-e588-4d1b-b446-0d320839ef69,12478,Loganton,RJ
c1fa8c32-19d8-4847-8f58-2a7191796f65,64732,Tuckerchester,SP
6cbe7035-6b94-458b-8d3a-311fc154912f,28408,Lake Michaelmouth,BA
ed1e0ebb-0fd3-41eb-81ac-4f618bf5d9ae,48401,Lake Aaron,SC
76427a2a-0906-47ab-b56e-2d3d35f6edb7,87177,West Taraborough,RJ
195b956a-cbd9-4bf1-bd09-01f27809bd77,42470,New Lisa,RS
b5b16424-2a37-460d-b8cf-def864976f9c,48873,Mitchellview,RS
31100d0f-bf7c-40e7-9c6e-37243b1f8efd,61061,Lisaville,RS
3a6fa788-3e7b-424b-ab03-8ead77e19619,49234,Saramouth,GO
4746e93e-af1e-4ab6-9b15-adcd8481e877,43843,West Melissa,DF
9fe76c6f-5b04-436e-89a8-79287f001283,12589,New Daniellechester,MG
28e5ec0e-6977-4db3-a29c-63e82df1b548,48966,Whitakerstad,BA
0e5b862d-b10c-4eb9-8591-9523658cc7d5,31068,Courtneytown,MG
69fb2a4f-888c-47d7-8d08-490e21946258,82199,Malonechester,PR
d7673559-f5f3-497c-8ee6-8429d1ebd831,24999,North Robertville,DF
0d60ead3-fca5-4b02-9c5f-aee22f69aa7c,51658,Stevensside,RS
ff9187de-720d-4127-84b3-4b919fe70410,68885,Port Thomas,RJ
4363e8a5-9618-4a13-a5ed-95cf0010ece3,81790,East Taraburgh,DF
5b43d298-5b71-46f5-a9c7-4d3bd6b25514,87116,Heathermouth,GO
1afcebcd-3f8d-4f7f-858f-e68ee1782b93,79798,West Craigburgh,RJ
42232b48-9b95-4ce9-850e-3bda3b410d8f,22082,Davidfort,SP
acce7d29-0f55-4236-bf2c-ced3fb23320e,16314,Patrickchester,GO
fe063f78-49a0-4bcf-a207-e1f9f9ef268c,28554,Nancychester,SP
a66a1247-afc5-450b-ad88-b4e5c3e09623,24040,Lake Steveshire,RJ
c76ec3b9-2a6a-43a3-a532-3bb8867c9144,21810,Andreaton,RS
0505e01d-5958-43cc-8976-72926d518593,18670,Bellstad,MG
4a7e143a-cce5-4f4d-9f92-24bed89bcf57,57904,South Jamesburgh,BA
4d492bd3-7548-4528-9077-6328cfd195d1,23706,Kirbyfort,DF
05abcfe1-83cd-4569-838e-33e464f7b084,26732,Port Teresafurt,DF
f791614d-b74f-4d85-b1f3-96604a2bf6b1,83416,West Dawntown,RS
4da9e571-0d38-4416-bb79-866fb4447731,55409,Lake Marcusville,BA
67b882e8-fb00-451f-983b-f3250d256cd1,89855,Port Aaronborough,SP
28854436-0325-4d82-b146-c725f4dd1fb1,64352,Aliciabury,MG
76b103a7-45ea-446a-bb54-12ed4d0a83fc,11527,South Ana,BA
03efc131-34eb-43ff-a858-73892820fe61,72422,Lake Todd,SP
e30f976b-8e76-4614-956b-ea94090213ed,68091,East Paul,BA
33cac979-9a12-4a83-a697-c3a9096822eb,14556,Stevenstad,PR
1b9e7e07-ece7-4e2b-bd63-87f1567392dd,52578,South Melanie,DF
9aa72edf-ad0c-4228-b1b0-385b901ce704,75671,Merrittshire,PR
974c1bf9-ae4f-4efa-a69f-bcdb4e575f94,61878,Dawnville,BA
caa09ebc-9a2e-45e9-a7e5-a31702c9b05d,22543,Lake Amy,GO
3f2ad582-0409-4832-9f7e-c94544d34238,26320,North Haleyland,DF
516c3226-1d31-440e-87f4-a5b4e9badf72,96666,Lake Destiny,MG
c2072145-c569-470e-bdcb-40aaa6035d87,99831,Amymouth,RS
c3946bcc-e0c2-4ad2-895a-81306d1f6ec1,95223,East Fernando,PR
667834d5-ae09-416d-8272-a9bfb5926942,92073,Adamsmouth,RS
293dadae-02d5-49f6-a34d-bdedacfd48e7,15033,Jonesview,SP
21d83593-b51e-42e4-81dd-e2ddb36b0568,94138,Williamsshire,PE
719c4a4b-6cc9-4449-8aed-ce998c1d295b,44886,East Brendastad,GO
d1efe662-b827-42ce-85fd-e43b80b51876,32569,West Christianton,SP
6c0e7eea-fce6-4a3d-821d-25ff2b86a026,14004,Lauraberg,SC
78fcefd3-0a68-402b-983e-7b6f81bc4444,77455,Castanedastad,SP
d82d026c-21bf-4be3-ab1f-f73c6a2b7bb0,89471,Grimesburgh,SP
f080b317-985c-4d43-acb7-ecb23c7c364b,83578,Port Scottmouth,PE
614c9ab0-eef5-4483-9557-d27408855e88,42133,Ortizland,DF
36f75423-1253-4dc8-b35e-1e81cef965b0,31744,Seantown,GO
0273013a-8cb3-43e5-921b-eae508537157,16384,Camachoborough,GO
064bc4c0-0bf4-4daf-a07e-a84b19d8839f,54119,West Laurie,MG
4178ec20-bf83-45ca-903f-21d0834ecb78,57694,North Charles,SP
2835a1b4-8651-410b-a168-43cd578d39ef,89648,Shelleyborough,GO
46ccf408-0f44-48ab-85b6-2d0d04df2f96,10897,Fergusonfort,RJ
d66d7654-16c1-4cce-9a04-5d5ba4e7a017,31046,West Michael,MG
2101898d-064a-4a36-aa7d-5ef656b81bd9,44787,Port Laurieshire,RJ
45cd52b6-5285-4836-8c7c-441f8436696b,84175,Williamschester,PE
df53a836-6c45-4000-a78b-61331f2a634f,70524,Lake Jorge,RJ
741ddb32-db83-4239-9b3d-38542cd1d63b,21133,West Michael,RS
bd7fbe9c-c2fc-4996-be94-2b02be0512ca,99000,Tammyberg,BA
06f93a69-a56c-45dd-a1fd-ffb6ee23fe1a,78165,North Anthonyburgh,RJ
960b2088-285b-4484-9388-53990742bff0,33067,Warrenmouth,PE
4ff06463-a577-477c-a473-27dd6f000e47,29287,Ericaland,RS
6765e148-f1a4-44e5-87f3-e67338604518,14919,Port Zachary,PE
afdc292d-97ab-4307-a1fc-f27a033bdcda,96125,Port Christianport,PE
bffbc3d0-bcd0-4266-b4ce-81b6228c0854,81403,Rossburgh,SP
478cea7e-e8f3-41c0-b5ef-ca32a56a4ba3,86236,Amyshire,PE
13f25a9a-c3e4-40c2-a56b-6357564cccba,48331,North Destiny,RJ
51cc69f3-966e-469e-93a1-cccfe3191d4c,89177,Melanieside,BA
e3ccb84d-b45f-4fd5-b6a4-04d24eb706f9,51180,East Samantha,PE
0438451c-f6c3-4921-94e9-8912b6321f07,59218,East Justinburgh,PE
4185e24b-e559-4388-bed9-baf37b8990e8,30876,West Hayleyburgh,GO
a22eb50f-02a0-48d6-b706-61784143e7ec,16051,Valdezchester,SC
62927546-d23b-40e1-9d65-9b2fdc3ef3cf,70166,East Timothy,PR
efce7b47-a7ef-40ad-b391-05da842c8f1a,50472,Josephborough,RS
349742fc-6fdc-4081-92df-a75e26fc8f3f,28555,Lake Deannaside,SC
0aea5cdf-6296-4527-8428-2a09b369bef3,81574,North Jasmineborough,RS
1b50b5d0-fcdc-4525-ac4c-062b4340003c,64401,Brittanyhaven,PR
67b52f2a-61da-49f9-ab8c-6307bad43118,88770,Summersburgh,BA
f3b26e3d-79d1-46b2-98f4-c08dfeef98d0,31829,West Marybury,MG
0953f324-bf32-483c-b0e8-dcd66dd34ca4,98158,Port Samuel,PR
79cf14a9-d36e-4e5a-8301-5b7407cd5264,34593,Joannamouth,DF
703877a6-eb3d-440a-92ed-d63a9546f60d,41845,New Brianland,SC
42ee7f53-ee2d-41f5-812e-a9f80bebb889,11398,New Williamburgh,RJ
b75fc7a5-b0f5-45d1-be74-b0cc84ef3fb6,45674,Port Toni,SP
bae67c26-4ffa-445f-aa14-e1014c78c70a,28704,East Emilybury,DF
6a6ffdc8-b010-4bc7-95af-e7509d01b63f,72013,Lake Josephville,PE
a9e20ca9-db7f-45ce-b1fa-abe4a4e9c15d,26265,Walterville,PE
404ba3e1-91dc-4525-be78-070c7dcb7545,96493,North Shannonhaven,RJ
3a8bdba2-69ec-43ba-9f35-454ab059919a,34883,Deannaborough,RJ
599e961b-3562-4296-bfc4-dac7bbf77ab0,70965,Emmashire,GO
753f2367-9aa5-410c-a6d9-7ca70e3817eb,43231,Port Antonio,RS
e2693f92-4021-4f0f-85e2-96d1a0b55869,89272,Ashleyview,GO
8e5c61ec-8648-4a6f-8eda-8099518ebd7d,62245,Scottfort,PR
ce8d66d6-8f21-44ac-bb72-e6a92e514430,97068,South Chad,MG
0ec26509-6781-46d7-b207-a02c9222a4a0,15238,Katiehaven,SC
62dc5e4d-c02c-451b-99f2-5430f7ffb82d,72336,Collinsview,RJ
2671db1a-0efa-4f93-9e9f-ed010ab76275,19477,Lake Kiarachester,RS
2e58cc75-58c1-43d5-9a2a-21b207dd55a0,81373,Ortizhaven,SC
edee41f7-4dbf-4d97-98b6-83045efb565d,41285,Gonzalezton,PR
ed64da54-8681-4d53-9172-90c0119a8492,58992,Markton,MG
2df717cd-22f4-4618-9bcb-db661a1ab835,80745,North Jared,DF
3af29113-691b-4ed2-b03c-51e21705f8c3,51799,Berryberg,GO
0c7bafc1-c3c8-429f-a7bb-881b1daa88b0,23319,West Yvonnehaven,PR
96e0277d-602f-4423-be2b-3d62a58d1f3e,69673,Huntermouth,PE
7d0c0381-8444-4a69-be27-e77fe0771c94,30850,New Glenda,GO
022e226a-0640-4bea-a334-c72cbc2e26dc,84415,West Victor,SP
d700d3a7-6cc2-483a-8552-4ee58654dc56,70112,South Rebeccaberg,GO
c7e51bac-97fb-4ab7-8ac6-d473d601019f,37324,Lake Nathanielmouth,PR
46c256ee-1efe-4c84-adc2-b86aa1bbf3a7,74462,Bauermouth,RJ
c9b1b4eb-49c7-46b2-ba7c-31d905da7e20,13321,Moorefurt,MG
