order_id,payment_sequential,payment_type,payment_installments,payment_value
f8914b0f-cfbc-41cf-8f5a-ca2427d8d13b,1,credit_card,5,593.82
6e01fd79-163d-4ee6-a907-eb6b8a5464c8,1,credit_card,11,89.31
263ed3e8-99f5-4fad-98dc-05904c3ed05e,1,debit_card,1,170.44
22f55249-2df8-4c88-854d-aa816f691321,1,credit_card,3,1139.51
131a6a0f-c8f4-4127-9765-2933053e31b8,1,boleto,1,134.65
5c10d676-dfac-4db6-be2c-6053b9b75090,1,credit_card,10,1044.61
d4ac2c07-1071-4ec3-82ff-fdf5e51d0850,1,credit_card,9,795.95
6fcb0bb3-1fd0-4fde-b256-c71d2e0200e5,1,credit_card,3,682.35
f36781cf-1606-431e-bd00-2232d071f70d,1,credit_card,6,736.27
0bf63218-f07a-46f6-9bdb-f1e05529d38c,1,debit_card,1,65.2
8bd34f27-85c3-4a24-912a-94a0baec022e,1,boleto,1,508.28
c8ce9b50-fd28-4327-aef0-fb1583b498b4,1,boleto,1,998.85
8de4823b-d234-46dc-88ed-6be9990f3a29,1,credit_card,9,103.52
734ce076-65d3-4ba0-bfd9-47107440bb4f,1,credit_card,11,1143.77
07763489-8aa7-487c-8a17-29cd7e7a86ed,1,credit_card,1,614.15
85ef54e1-69c1-4d48-ab3a-071b3171f1f0,1,credit_card,2,790.81
68089b84-53f0-4809-aaa9-f93653cf398c,1,credit_card,6,1052.83
fb9a34b6-8ba7-46a9-886b-8e0fe79b52a5,1,debit_card,1,291.59
49ada10b-7372-4c0a-baa8-e60eb6cc8c7d,1,boleto,1,345.12
271bb5db-e396-46fc-a777-1ed075b8a4e3,1,boleto,1,603.42
e6359f1f-2d1b-49c5-bb3d-109477b062b0,1,credit_card,4,368.73
b15fbca7-fb5b-4bbb-bd3a-8213f1386e71,1,debit_card,1,1048.43
a6e16582-c70f-4799-a6b3-4eb78e416729,1,boleto,1,518.52
6b97589e-083e-4305-8636-3ae2dc853725,1,credit_card,2,152.9
38c77dc1-5426-412c-8e8b-42e73a0ca27e,1,boleto,1,1410.06
dcb1af3a-1b6c-40f3-8b15-3121230c7abd,1,credit_card,9,505.5
6ac85ade-97b1-4f16-bbc8-c33866de5d5c,1,credit_card,5,611.08
fbb75f77-52ed-46bf-a2c2-120002418c25,1,credit_card,11,1035.99
94175066-951a-4093-b72b-c7412104a978,1,credit_card,3,523.11
7d39ba90-ab5b-416a-bfc8-25c59bb4f0f9,1,credit_card,6,93.21
00746d52-dd64-4080-85ea-c5b884ab4ab8,1,credit_card,2,294.62
363f740f-df13-442a-8367-6824a69acdb6,1,credit_card,6,193.14
d94adf44-3754-470a-a850-35f4d462800e,1,credit_card,1,745.98
d4ec9e2c-e9e4-4069-ab9f-6909373199c6,1,voucher,1,367.43
59a5b2cc-7b9a-44b0-b926-270331714895,1,credit_card,4,402.28
3021b89b-fe31-42f5-8d4e-1bc9a390ee43,1,credit_card,10,1021.98
d1a66de1-b096-4615-bed3-8cdd0eaf3bce,1,credit_card,7,192.5
eb4494f8-2ab8-4425-98da-0ecf054a889c,1,credit_card,3,140.83
4b1a7b6d-84fb-4d8b-b60a-c559e06a3820,1,credit_card,10,928.74
e00e7174-1fa1-4ba2-b944-ded58fd74516,1,credit_card,1,56.61
eab9d38b-d677-4b8b-a189-b658d068ace7,1,credit_card,3,1031.51
5cb4917d-24eb-447f-95d9-06e5c41bf5a4,1,credit_card,10,878.86
02e18e6e-6920-4eb2-9b1a-54c0082233ea,1,credit_card,3,826.0
417aeb06-c790-4e5b-aef5-2712537923f1,1,boleto,1,620.76
f2654a09-7a9d-43b1-86b3-f016f2ec3c25,1,credit_card,7,417.63
2e551695-aa11-4cda-9ab7-bea196c7f458,1,credit_card,7,961.95
1dd7c597-2284-4e44-85b1-e5c1983ff579,1,credit_card,8,1024.62
061ca49a-2a33-4bad-9305-836965529945,1,credit_card,11,158.11
b00b7777-b552-4d5d-aa0c-aee55077fcb3,1,credit_card,8,312.69
922ef7f4-c27e-4f38-84d5-a1feeadf7056,1,credit_card,1,480.82
78d6bd2d-a0d6-4f4d-a6c2-34b46813b86f,1,credit_card,4,205.76
4e3b7b50-5dce-4b5a-be94-105306ace851,1,credit_card,6,691.82
9012f9a0-36e6-4d26-aa8f-3c8b94a851fd,1,debit_card,1,344.93
deb3a502-72e9-4e44-9cd3-0368dd5d59ff,1,credit_card,2,272.17
908468b5-600c-4266-bd05-05cc6b6e7301,1,credit_card,8,1267.1
22f9a95b-0b8e-4733-bf52-adb982a06596,1,boleto,1,351.94
a1f05784-38f8-4504-b358-599aa719b655,1,debit_card,1,98.54
b8464100-99dc-459b-ae35-70bc08c56470,1,boleto,1,484.28
bbac057f-031d-4667-83a7-d04dda2fe91a,1,boleto,1,1027.52
e7981d9d-29a3-481a-88ec-39e40322d324,1,credit_card,5,858.34
e84d991a-f479-4ed7-9db3-c1469a74c4da,1,credit_card,6,249.36
7bdc019b-0268-4fdc-b1ba-54b5653fa968,1,boleto,1,864.16
c0ae36b1-9577-4ae6-b3d2-c4171a664d93,1,credit_card,5,202.42
c9e53f59-c5f3-41e1-9d2d-4e10e2db583c,1,credit_card,5,958.11
a124aeda-a1b5-4b10-a870-449148ee1e85,1,credit_card,6,356.0
6bfd6f6b-916f-4502-bda4-d161df84c3d8,1,boleto,1,440.23
063de216-2254-448b-88d8-12e988cf4e2b,1,credit_card,11,517.84
61b8d02a-418c-4afd-aef9-a7ea86c35ecb,1,credit_card,8,615.7
d4e7ef13-457a-4a71-96f5-4f93f6def4fc,1,debit_card,1,503.55
1a2db40c-2f56-4cb1-a7f9-6a3e32446e62,1,credit_card,9,730.97
d4a18f12-8816-4457-84c4-724039c1f9ce,1,credit_card,3,167.29
17a84575-7e94-4106-9940-ef71d588cd45,1,credit_card,2,1008.84
1a4c4f2f-d629-435b-bddd-d69a1c532c50,1,credit_card,7,67.85
95bd9e4a-7b9e-4e74-ba06-14df96c268ec,1,credit_card,7,225.46
d0ad8a2f-aee2-4a35-a906-865429aad155,1,credit_card,6,850.28
39ff6175-7b8b-44db-9c54-1a3f33e4ed3e,1,credit_card,7,1000.47
76aba77a-3c66-4522-aa9b-42a6ab52bcfd,1,credit_card,5,454.39
51767303-4120-425f-aec5-89464b56d08e,1,credit_card,2,613.96
6153fcc7-df82-4c46-a00d-2d90c33f1635,1,credit_card,9,964.84
b0028641-1654-469a-a58c-43f8b321c43f,1,credit_card,4,489.8
68054b29-84a1-40be-8fe0-420ced5ee964,1,voucher,1,285.32
3b384255-1945-4f76-8c37-4c761216dd1b,1,credit_card,8,352.78
aced171d-1acd-4c6e-bc7d-ca329b8e4268,1,credit_card,4,338.43
17bf5e61-be04-4b20-bb93-d813f6beb81c,1,credit_card,3,401.92
8fc29bd3-ae11-4db2-bfcc-bd8ef34db0a1,1,credit_card,1,971.62
9370c83a-27df-43fd-8fd8-2a7bfa58dec9,1,credit_card,7,664.45
2b6b8bab-2211-461f-b949-f1a827ca9d28,1,credit_card,3,178.96
2018cb34-e23e-4cd3-a68e-d48821ce089c,1,voucher,1,486.4
aa090e93-84cb-454a-b24b-9598a2c6800d,1,boleto,1,707.02
f7e37486-0974-4d5c-a396-1c0678272182,1,credit_card,4,179.18
0ed32be1-fe62-4d05-89e1-f6e1ac9f85b4,1,boleto,1,789.19
1bda6361-1318-4a77-8ad3-2daaad592d73,1,credit_card,9,623.06
20932309-d056-4e38-b982-35a3b5e15a41,1,credit_card,1,414.14
309b3b66-3322-4caf-b7a7-181d54ad03c8,1,credit_card,5,651.83
c01a72a9-c203-48a9-8f37-32464ad6891b,1,credit_card,6,651.44
4d7f2681-28d5-4960-acf1-645ae54e0383,1,credit_card,1,680.98
57fc2b19-a651-42e2-b8b8-c05476d85570,1,credit_card,3,628.35
8fa89870-1cd2-4f74-9922-16027215cbd0,1,credit_card,8,470.51
9f20632e-8eef-48c7-98a5-09449f74e00e,1,boleto,1,231.67
49171c5a-8cd6-490e-a882-a8b7ff81b9d6,1,voucher,1,96.4
43c37f45-77b2-44b0-b536-8edc54ad2472,1,credit_card,8,194.1
2f93e57b-67da-4e03-b722-22a6c7a29edb,1,boleto,1,1001.68
0a0bee8c-0bc3-41d7-aa24-63f68aab4f20,1,credit_card,7,239.11
b352f58f-7cea-4156-86f4-2654be98058e,1,credit_card,4,417.25
643cf52c-1c3c-41a5-9ab5-1931ac28e32b,1,boleto,1,819.37
729b0464-a3d4-44f5-af5e-e3aae8561291,1,credit_card,1,499.76
9b812bad-fa8a-4d4c-9314-df6c467a66eb,1,credit_card,4,524.93
adb4d88a-5a7c-4cc2-9f5d-1e1bd5f3e002,1,credit_card,4,382.5
79e1bc48-527b-416f-adfc-983195e08f0b,1,credit_card,11,757.25
f3e69838-a42a-49e6-8a7c-3bd836e0c653,1,credit_card,11,483.74
dec8fc3d-79a1-47d4-8505-688c115319be,1,credit_card,1,500.86
da99d2c1-cb03-4e82-a5a3-0a9c9e0ebd42,1,credit_card,8,1134.88
8bebc7d5-9124-4e40-949b-7809bcc4eb6c,1,debit_card,1,555.45
eb4e3adc-7651-4c33-a5cb-b49e40a56f1f,1,credit_card,4,381.01
b647d733-0e2f-45c9-a41d-cc34be641162,1,credit_card,6,890.9
91fdc713-2cd0-48a1-ab56-b3fdb5d436a9,1,boleto,1,89.03
0af49a5a-b9cb-4295-bf5c-9d410da22b43,1,credit_card,3,744.61
6d8759f5-0bd1-4ec0-9e2f-a5618f2795c3,1,credit_card,2,770.99
97226789-faff-4499-ab1f-c31e452acda4,1,boleto,1,304.93
a4cfab14-ca63-44d8-81c8-eec2206ef1f1,1,boleto,1,55.39
f87ed3f0-fd55-4632-9250-a46bda3c8dc3,1,boleto,1,956.93
6b32aa03-4d75-4cf9-b7a0-fa8a31a124c4,1,credit_card,4,589.33
08bb45c1-d5c7-4905-b004-80c2d1562296,1,credit_card,3,89.1
e42d79de-059b-445b-9c46-4f14cac6a0d1,1,boleto,1,660.33
59ce4cbd-328c-495e-b7fa-cc9dc8c644d7,1,boleto,1,762.2
344c5a2b-a7f0-45e1-9409-63e5f895031f,1,credit_card,2,105.38
7d786d3a-8195-4960-a27a-949009540e3e,1,debit_card,1,342.56
85fe9488-fa4c-4abf-b40b-78d54fd4a800,1,credit_card,11,130.51
9775af41-6ed9-4607-af7a-8345748c77eb,1,credit_card,11,895.46
69b9577d-e38c-4a38-8503-4a3283b04913,1,credit_card,3,842.09
3bbc11fc-b17f-4615-ab92-a987003232d6,1,credit_card,7,1003.75
acd6e299-0a4a-411d-a001-f822449b50b6,1,boleto,1,989.12
7715ac2c-2344-4ffd-9a65-e2e59d9e71d4,1,credit_card,7,56.07
e2f8f816-ef71-4ced-8bd2-2a446e919ee3,1,boleto,1,563.26
e0aad103-43d0-41ac-9b98-681b77514c20,1,credit_card,11,439.87
95720b9f-33e6-436e-ac23-e0f5ae09b4be,1,credit_card,4,697.12
1e5a6be5-098e-4744-a98f-0d14b8b2c76b,1,credit_card,7,978.34
746b911a-e4d7-483c-b6fb-b44d5be35f58,1,credit_card,9,286.21
c2835c5c-eaa9-4a62-be79-8d69a91f5804,1,credit_card,7,103.12
047c8e87-3b43-4ef7-8253-177d08d009a6,1,boleto,1,281.05
2b45c2d6-5ab6-45e9-9567-aa1e99315d00,1,credit_card,6,429.88
8273fae7-dd40-4fd6-9fc9-d5fabbe4ef11,1,credit_card,3,602.31
fed0bce4-59d6-4c2a-a001-c22a76dd7d74,1,debit_card,1,282.96
15773700-2a13-4089-97e7-a080e2f64af3,1,credit_card,4,129.01
862e9a0c-0d5d-4f8a-a3cb-85472af3d64b,1,credit_card,9,383.52
3e4e5fba-d4e8-465b-824b-83c0c55e98a1,1,credit_card,10,395.39
993a9180-53e0-4657-941e-c40d5d2c2ee8,1,credit_card,11,438.78
d5757f56-6444-4a34-8c41-37b6f1af09ab,1,credit_card,9,482.58
c2af7820-c19d-4111-aaa1-a43ac1e2456d,1,credit_card,3,680.22
d2ba053a-79e3-432e-b9fd-0631b406aa29,1,credit_card,11,438.08
e1bff634-fb0e-4965-972a-d0121ec43aec,1,credit_card,1,809.36
e35b92bd-9e24-48ad-96af-13d096d80721,1,credit_card,5,853.5
c39fe270-9638-46b4-9388-3160ba2e6600,1,credit_card,5,67.31
6eeb079e-21d1-4a6c-9065-73269f22b1d4,1,credit_card,9,202.01
47658ed3-f834-4878-ae97-efc75356193c,1,credit_card,8,1001.4
f6826ede-18ba-44d6-b8f2-9b7cc54a4a19,1,credit_card,2,143.22
594549a7-809c-4297-9ac5-973333dbc60c,1,credit_card,11,256.49
2cbf9654-b545-48c9-9688-5debfd1031ce,1,credit_card,9,1059.2
ba9eab89-367f-45ab-9db1-323c0efc2838,1,credit_card,4,441.32
ce979cfe-e6ae-44f6-ab81-60b17c6afaa9,1,boleto,1,604.11
9a3cc2c4-e12b-435e-9376-c04003feac94,1,credit_card,6,485.61
a66e3a3a-ad5e-4343-b4e8-dddc612875da,1,debit_card,1,303.08
c94c436f-4709-4bef-bc76-50285b6f70f9,1,voucher,1,70.19
ea0921a2-d8f8-42c4-8be4-e2646410143c,1,boleto,1,199.62
0df51712-4c15-4aba-8c42-c1a7338b6015,1,credit_card,7,520.85
509db512-f0ff-4d36-a6f6-08d6eeffdb99,1,credit_card,8,915.57
04833fe5-be52-4dcd-89e9-5bba0cdfc941,1,credit_card,4,521.78
f91cf80b-9ca5-43db-bd75-43f0414a0e81,1,credit_card,1,835.59
d362876b-d89d-4fd3-85a8-6e324fe546af,1,credit_card,5,662.51
688e2ce8-36c8-4779-a5bb-8fd359653544,1,credit_card,1,70.74
b6e2036a-5d02-4578-b08e-9aa60fe4a44c,1,credit_card,8,858.14
e613f6ef-0d05-4f40-850d-c8cf3b15d225,1,credit_card,6,494.87
39e50798-1103-4de3-8ca9-dd6ccbda6570,1,credit_card,9,1015.1
c9e199f3-25c5-419f-9657-09290300514d,1,credit_card,10,253.35
cbfb62b6-7133-41cd-aca6-126755d8cb5e,1,credit_card,4,276.66
d8c5d909-d3fc-43b1-a8ec-dd5048ca3dfa,1,credit_card,8,317.3
1e41d0ae-6ab8-471d-976b-c3a8c7cfa4b1,1,credit_card,10,218.14
451a7885-317e-4d17-b35c-f4b21513b337,1,credit_card,11,380.97
68c62ff9-4fe2-474b-a5e4-bcfd8fa18052,1,credit_card,11,61.56
8128c32c-b031-4f00-a69b-673d69f18d26,1,credit_card,1,529.46
4a5287a0-b2e8-4f79-9f48-5ca6995e2579,1,credit_card,4,1364.02
326a084b-d2f9-43d5-a61a-d489e2fc210f,1,credit_card,8,726.4
bbed3a79-1465-4ad9-8789-cded96749f2d,1,credit_card,2,230.92
db171744-e1e3-46ae-9d6e-2c47a1ccefcc,1,credit_card,2,372.28
303ce07f-49a9-430f-ad7b-238c39d7aedc,1,credit_card,11,355.11
f843e4c9-ab9a-4890-ac74-30f154ebe6ba,1,credit_card,1,73.92
7e101cda-d154-4d50-83c3-f5aab376cc3b,1,credit_card,8,919.99
36e293e0-80e3-4d91-9118-96806c12613f,1,credit_card,7,376.52
89c113ab-ce29-4999-8726-e5d2e04d7d8f,1,boleto,1,868.57
cf56c9f8-df76-4d83-b7f9-0d4173a44dc6,1,credit_card,2,194.03
de55e5a3-3ea6-4d51-8f08-740baa0f5e10,1,boleto,1,338.2
33df321b-5bd0-499b-980b-185d3d9e233d,1,credit_card,6,475.53
14ddff1a-e87f-4ab0-a161-1b59c6a7cd7b,1,credit_card,2,754.11
7288a982-9052-4e7a-8ddb-769c9ddbcc4c,1,credit_card,6,853.21
6cfc8115-615c-431f-9aa0-b4766817350a,1,credit_card,2,931.07
5d983c01-dedb-4779-b1d8-ad19e788c7ed,1,credit_card,1,87.5
