order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_customer_date
5c0d6b4a-d502-4594-a9c8-9b3d52b4cd6f,2fcb8712-bc5b-4a20-889b-976045e57e1f,delivered,2022-02-07 08:54:25,2022-02-07 15:57:25,2022-02-25 15:57:25
1a2bdb91-8d49-4be6-add2-ce869eb910b1,b4d94749-bf6e-4a3c-946f-dc88567ac11d,delivered,2022-04-07 01:51:24,2022-04-07 03:09:24,2022-04-25 03:09:24
deb80e6c-7183-4b4f-837e-5d379d105caa,9b052c0d-f577-4754-89cc-7a4def143237,delivered,2023-05-29 07:23:32,2023-05-30 04:32:32,2023-06-06 04:32:32
edc32249-4096-42de-b5d3-b123c9f30e3b,685add10-9214-4804-93e6-5e791da74994,delivered,2023-07-07 04:47:31,2023-07-07 13:06:31,2023-07-09 13:06:31
81ad6b37-f6cb-4ccd-9416-508db44c07e4,b6f891c7-d43e-48b2-93e3-6ab12f50ee2b,delivered,2023-01-12 20:37:04,2023-01-13 06:12:04,2023-01-27 06:12:04
5b28d861-9511-42cb-8224-af24f030a8d0,4f0eec60-3302-48dc-919b-0d282aaa1c6e,delivered,2022-08-24 14:14:08,2022-08-25 04:14:08,2022-09-14 04:14:08
7f516bf1-9933-4f08-b8c6-f449d6e92cad,506edd9c-12af-477e-b552-fc201e6450ef,delivered,2023-10-15 12:37:59,2023-10-15 15:07:59,2023-10-19 15:07:59
a05a0c1c-3d82-46dc-a1f1-0874ee50c405,d13eaaba-5464-439d-b214-bd8f120d833c,delivered,2022-07-13 08:14:35,2022-07-14 04:17:35,2022-07-27 04:17:35
e8d0a4e2-dea9-4d8b-9af4-9824359100c3,bb419b88-98cf-4855-8778-0919c3622dfd,delivered,2023-11-05 20:51:14,2023-11-06 17:42:14,2023-11-14 17:42:14
7f059303-a80a-4ca9-bfb8-876190eeb29d,09c19f7c-c6f5-4044-a04d-91a499166b84,delivered,2023-06-13 05:07:59,2023-06-13 05:26:59,2023-06-23 05:26:59
8bc4673b-3c62-4c77-aa1a-93c5b7006c71,c4896fde-7d59-4aa9-a00c-70e774376d72,delivered,2023-10-20 06:08:17,2023-10-21 01:22:17,2023-10-25 01:22:17
b281c6aa-8c29-4158-962a-4aaafe585538,18cd1aeb-8e26-4163-b245-6be971c7677a,invoiced,2023-03-21 06:00:46,2023-03-21 23:41:46,2023-03-31 23:41:46
24745e2a-23fe-4636-96ef-36de247e1150,09c19f7c-c6f5-4044-a04d-91a499166b84,shipped,2022-04-28 08:20:01,2022-04-28 17:02:01,2022-05-14 17:02:01
74845af6-bcf9-4a9b-9e30-d74505178a0b,1fa74855-df54-481d-bc9d-68de4f093082,delivered,2023-04-14 18:15:54,2023-04-15 06:00:54,2023-05-01 06:00:54
5b9c976b-b47b-4f5d-a2e6-5ab968205cfc,f9d6b3d2-42e8-4dd9-a207-171f8f5f6b00,delivered,2022-12-23 15:22:32,2022-12-24 11:33:32,2022-12-26 11:33:32
ba7eb1b6-8742-4646-8964-fbbf6cb931e9,8d696bc8-6dcf-4815-a690-e037f706591d,delivered,2023-07-15 12:41:41,2023-07-15 21:39:41,2023-07-19 21:39:41
d0ac6be9-2122-4e03-b503-c8c6e7df4531,dec3f69b-0c61-4ae9-8945-d5126c5b6357,delivered,2022-10-20 15:03:09,2022-10-21 01:59:09,2022-11-05 01:59:09
821c1848-e6a8-46c4-b864-2a899bde1e47,267aaf05-ddc5-4c3d-8b07-ed5507679c7f,delivered,2022-04-28 04:13:59,2022-04-28 22:40:59,2022-04-30 22:40:59
e70d7f3a-cc41-4056-b1ce-47ee140a6bb1,3944641c-e09e-43a5-a145-f9ce23a4fb45,delivered,2023-03-31 21:40:08,2023-04-01 07:38:08,2023-04-05 07:38:08
6011c593-421d-482a-84b1-3ee4b554c0b4,a98dda2f-8090-4da8-a22f-d445a92849d8,delivered,2023-02-21 07:45:51,2023-02-21 10:30:51,2023-03-12 10:30:51
8c5b0d24-a2b4-4d9c-a517-851a57865916,3c199e62-4af8-4461-9968-865034b14b8b,delivered,2023-03-02 01:40:02,2023-03-02 12:32:02,2023-03-15 12:32:02
68777347-a711-4679-9812-090bf64f132f,68c73a2a-e606-4d37-8877-1c89868cc1c4,invoiced,2023-06-15 22:02:44,2023-06-16 07:23:44,2023-06-23 07:23:44
ef7466f9-5400-402f-9276-c0b03bf70063,d765e9a1-dccc-4da0-9278-147d8ab92966,shipped,2023-06-10 02:00:35,2023-06-10 08:58:35,2023-06-19 08:58:35
29c91437-97d4-4bfc-9689-dd18849393e5,9acf74fc-4ed1-48ee-b489-d02258a1e09a,delivered,2022-11-21 11:02:32,2022-11-21 18:15:32,2022-11-30 18:15:32
a7a31bf6-8ab5-4529-a13f-97d9dc383b8b,c0a7ca7d-5f66-4a56-ae65-996d716444cd,delivered,2022-06-20 17:17:22,2022-06-21 14:33:22,2022-07-04 14:33:22
35989df6-9450-4888-a99e-6f275b1f0faa,936c2df7-47eb-40a1-9537-6f50f69518bf,delivered,2022-11-22 04:35:19,2022-11-22 07:25:19,2022-12-09 07:25:19
8d3a3903-b68a-47fe-914f-4000e2287949,6d669515-8093-44f4-9e33-50e88d0befde,delivered,2022-07-08 02:52:18,2022-07-08 04:28:18,2022-07-25 04:28:18
988b3aa6-312a-47e9-8be9-1d9a4b167f6d,c69b8a09-dbec-437e-a71b-7bd08008f6a0,delivered,2023-01-29 05:43:19,2023-01-29 22:41:19,2023-02-18 22:41:19
34800e82-2bd5-4dda-8402-b169aa60c233,c6afc636-efc5-4a15-b011-c31230c0cf80,delivered,2022-07-16 19:13:48,2022-07-17 01:37:48,2022-08-04 01:37:48
9dafebe1-38b8-404f-8aac-fd1f67444bdc,f849bb53-235b-4a0d-b08f-9788517c7e34,delivered,2022-07-18 03:06:33,2022-07-18 10:50:33,2022-08-07 10:50:33
3b0551c0-1800-4b35-b174-b0b87e52f507,82e2c404-4352-42c1-a3b2-45f7b5804dc8,delivered,2023-08-02 09:30:44,2023-08-03 00:06:44,2023-08-20 00:06:44
ce26e9fc-4932-4a56-9417-5b5dd3aefe52,9a55ec6f-652f-460e-b572-5023e80468da,delivered,2022-07-09 13:24:21,2022-07-10 01:25:21,2022-07-24 01:25:21
862b3bc9-febb-48d8-a9c8-88759e45a890,1ac8d272-f346-40e4-8605-9d68de37f062,delivered,2023-04-17 11:13:32,2023-04-18 02:59:32,2023-04-23 02:59:32
f7f36faf-2a4f-4394-a8fb-d26580d8655b,9a4ad5bc-7348-4cfe-8ffa-152f0b3282bb,delivered,2022-07-19 07:36:48,2022-07-19 18:32:48,2022-07-21 18:32:48
ac93c42f-f230-46ac-9410-3064472dfe2d,81724792-5b4e-4a3e-b608-feaaf794817e,delivered,2023-02-19 09:54:37,2023-02-19 23:01:37,2023-03-11 23:01:37
7c47c421-2a80-44b1-a234-475ebd3aa6ec,cf1038e7-8068-40eb-bb8e-745c87dd5f6d,delivered,2023-12-12 09:49:15,2023-12-12 22:19:15,2023-12-22 22:19:15
a40a7881-410f-4edb-9a75-a0aca8044dec,b0bedf47-ebc6-47a8-b4e5-4b453c01c176,shipped,2023-07-27 13:47:17,2023-07-27 22:02:17,2023-08-06 22:02:17
cfae2209-b5db-4f30-9b0c-e21598dd1e46,d49b1093-5819-4629-a84d-3f1083e6e2aa,delivered,2023-05-24 12:17:55,2023-05-25 00:56:55,2023-06-01 00:56:55
e4406944-6dd9-49eb-86f7-ca7899f1e77e,0c7a1229-c65c-4609-a77a-652c579e9247,delivered,2023-07-23 10:33:37,2023-07-23 23:25:37,2023-08-05 23:25:37
21dcc17b-89b2-4695-aa86-9a25c6d1be3c,a80e3961-b0a0-4bd4-83e0-e4a3353bcf7c,delivered,2022-10-26 14:27:36,2022-10-26 20:45:36,2022-11-15 20:45:36
f8c60dc2-06e0-4046-b432-a13afc8c73ea,25d79535-6d39-455f-929a-c56539bd8391,delivered,2022-04-11 11:31:57,2022-04-11 15:05:57,2022-04-21 15:05:57
4ce705ec-4125-4dcd-8209-4b5611279234,f091f289-bad6-4904-8834-4f0c54aee0d4,delivered,2023-07-18 16:33:36,2023-07-18 23:24:36,2023-07-24 23:24:36
6d1d5ef1-63e6-4a79-95c9-fbb6bbc6bd03,953ee0f0-ab52-42fb-b35b-45964d9118b1,delivered,2023-08-23 07:25:09,2023-08-23 23:43:09,2023-08-25 23:43:09
ef753387-5974-447f-becf-21840857348d,b0d9745e-68fb-4a34-9339-49a53173acd1,delivered,2023-03-25 14:36:02,2023-03-26 07:49:02,2023-04-01 07:49:02
22cb4de9-8afd-4f78-9014-4e93e4af316d,48b4abf8-2ab1-4f08-bd6a-956df6f33f79,delivered,2023-01-19 00:36:48,2023-01-19 18:59:48,2023-01-31 18:59:48
3873c542-cbd0-41b3-a6ca-1378ca626f58,24d16178-bc45-4389-b203-9d2d031133d7,delivered,2022-03-08 01:58:05,2022-03-08 21:30:05,2022-03-11 21:30:05
200f185f-1c89-4897-a208-c0b8f8fad05d,12a12e4a-c982-46c1-a73c-19da35c6633a,delivered,2022-10-21 06:20:25,2022-10-22 06:04:25,2022-10-29 06:04:25
9382ddcb-cae9-495c-83bb-8050c7676fe3,aa4283bc-65fe-49be-a748-76263ba37459,delivered,2023-02-19 14:48:30,2023-02-19 23:38:30,2023-03-08 23:38:30
bd64eb42-6207-4af1-b538-be164e358172,2b4f18de-e977-43e3-9ffc-e6beb3560290,delivered,2023-02-13 12:49:24,2023-02-14 04:20:24,2023-02-26 04:20:24
10943964-d75a-43f5-98c4-8021746e5c6b,10bd149a-774a-4110-9739-f7342c091345,shipped,2023-09-21 11:19:25,2023-09-22 06:30:25,2023-10-02 06:30:25
160d70f4-47ef-4236-960c-be8f30bb8ce0,d67346b9-cc4d-4515-96fb-4e7c16080dbb,delivered,2023-09-23 20:17:33,2023-09-24 10:30:33,2023-09-29 10:30:33
73510bbf-a40c-414e-8ddc-29b90af280a1,fafd7c76-329d-46bf-a6b2-9dd903c2368d,delivered,2022-11-13 11:31:22,2022-11-13 18:28:22,2022-12-03 18:28:22
6c94c0ea-d169-4683-a7a8-c788dbbdaf22,910c646d-0e0e-4038-a137-3858e2b39b9f,delivered,2023-06-15 21:00:25,2023-06-16 03:07:25,2023-06-27 03:07:25
297e42d5-0fb4-427c-b5ff-37417cfde03f,2188276a-43ff-4fd0-97ed-2f07bb129e12,delivered,2023-04-18 21:25:38,2023-04-19 20:33:38,2023-05-07 20:33:38
713c59be-d3ed-41b3-b230-1e2e45f89d25,88618c04-dda2-479d-b4f5-ceca81a76d22,shipped,2023-05-18 07:22:52,2023-05-18 10:12:52,2023-06-01 10:12:52
7eabf261-0624-4889-bd1e-9e860a68c599,f9c1059d-cf3f-4908-bfa3-dbb820dea1e1,shipped,2023-05-21 13:34:46,2023-05-21 19:27:46,2023-06-02 19:27:46
b4bed4d4-c110-4ba3-9658-469471dcb10a,279663c7-a60e-47e6-a5de-82d17490030c,delivered,2022-09-02 05:06:58,2022-09-02 19:04:58,2022-09-06 19:04:58
6824a237-01d7-4aed-8895-26544504f440,a10ebad6-4a73-45f0-9ef0-1933c78f571e,delivered,2022-08-29 22:59:15,2022-08-30 10:52:15,2022-09-08 10:52:15
76548643-361b-4fd6-bd5b-9ca56201c4d3,e00d6e94-ab06-42fe-8ab8-5753e8736666,delivered,2022-05-31 15:12:03,2022-06-01 13:39:03,2022-06-12 13:39:03
5ae7ae29-0458-4be9-8e5d-1d8038c8cd07,79568f9e-8de3-4044-8923-684c0b136300,delivered,2022-06-24 23:48:32,2022-06-25 20:37:32,2022-07-09 20:37:32
4f413b7f-da4a-472e-97a3-004edaa952a5,b4d2376a-f594-45a8-bf06-2ba8b97eff3f,delivered,2022-11-16 04:34:54,2022-11-17 00:46:54,2022-12-05 00:46:54
cb85b4db-878f-4e7b-930f-aed0349fc307,c66aa317-6900-4548-a1c4-5e509ee7072b,invoiced,2022-08-01 09:45:26,2022-08-01 15:37:26,2022-08-08 15:37:26
bcafce42-e3ce-4e90-a84b-d3ad50926f4e,ac12c573-be1a-471a-8e2f-3bd3822838ac,delivered,2022-01-09 07:37:54,2022-01-09 15:47:54,2022-01-19 15:47:54
1a6c767e-e031-4ebf-ad31-9cdf0b98207c,bd020cf8-8919-448e-bbc3-c72c4050d292,delivered,2023-11-12 22:02:10,2023-11-13 05:23:10,2023-11-20 05:23:10
6746c2f3-144b-4de8-8943-47fca4a6d738,dde5553e-075d-4101-bb45-c8271380cb0d,shipped,2022-09-08 15:31:39,2022-09-08 17:51:39,2022-09-25 17:51:39
44f1b5d3-0150-4fca-8438-4e46c16b2585,47508b8d-15ce-4673-bb8e-1dfb9b5de786,delivered,2022-01-26 03:34:15,2022-01-26 17:17:15,2022-02-13 17:17:15
01827bba-af53-4594-9a3d-981fd5311023,ad465adb-fe58-4428-b25f-a8784106786a,delivered,2023-07-21 02:39:49,2023-07-21 06:21:49,2023-07-31 06:21:49
f1f22bf5-7db7-416d-85d6-90c6cf18ee45,99016a4f-7d19-4cd0-ae12-21f37922f9b6,delivered,2022-10-22 15:57:41,2022-10-23 14:28:41,2022-11-06 14:28:41
2d9062cb-4255-4fd5-a88e-db976924c347,03f861b1-c53c-4f40-8724-3269e0727477,delivered,2022-05-13 18:42:31,2022-05-14 09:59:31,2022-05-20 09:59:31
1cf8ee4f-95b0-4ab0-a886-8d4146f1bf52,62336bcb-545c-4551-941f-5446e9a4af8f,delivered,2023-08-08 11:20:25,2023-08-08 12:28:25,2023-08-11 12:28:25
9e7b6e7a-d2b2-418b-8474-2d90cc47c137,04d804ab-fe9f-4bdc-889f-845a6720ef2f,delivered,2023-08-03 11:12:57,2023-08-04 03:37:57,2023-08-20 03:37:57
feaa8bd7-b06e-49e9-b434-e27a6047adbf,e6c2ecf0-9f3d-4409-8d25-66d8675b0b61,delivered,2022-06-16 01:24:46,2022-06-16 20:17:46,2022-07-02 20:17:46
48cafe19-233b-4c95-aa9c-a82c7a7e0030,7ef4e854-9a3d-405e-ac34-e54dfd71ab37,delivered,2023-11-11 06:05:19,2023-11-11 12:17:19,2023-12-01 12:17:19
e84d0b3c-802a-4085-befb-3486345e7fb8,84ccd050-2669-4d66-abf4-8c207a791fb1,delivered,2023-01-14 01:27:33,2023-01-14 16:27:33,2023-02-01 16:27:33
74fc70d7-59d7-484f-a8ee-7543e189a6e0,81570f4d-833c-4bb4-a876-7ec08c35e95a,delivered,2022-02-12 21:48:24,2022-02-13 09:49:24,2022-03-02 09:49:24
e1301065-d793-4294-9372-930839e91567,eef6ae03-00e8-4d8a-9163-a2b2bfeb5d6d,delivered,2022-04-07 13:48:32,2022-04-07 17:01:32,2022-04-23 17:01:32
37f96e71-b550-4954-a8e0-ea8d9aa96bfb,975e777d-dfcb-4217-9136-375a16522772,delivered,2022-05-28 00:30:44,2022-05-28 09:32:44,2022-06-03 09:32:44
3da75dfb-a788-43c2-804f-8ebbe4d282f4,134054d5-1563-4e7a-b02e-0df76d205bfd,delivered,2022-08-08 06:51:08,2022-08-08 11:40:08,2022-08-21 11:40:08
4d43c70d-5444-4ff0-b256-c9e54b2e539f,0c73094d-54e7-4589-b919-9d53b3945fbb,delivered,2022-01-27 03:38:16,2022-01-28 03:16:16,2022-02-14 03:16:16
01247377-f8e0-4566-a321-9de2dee01d8a,bc638f33-76ab-4aab-805e-fff981f6c56e,delivered,2023-10-06 10:35:32,2023-10-06 11:03:32,2023-10-21 11:03:32
a5e67814-6bbd-4150-b3e7-53a0e971bc04,da6a324c-b8fe-4fbc-9cc0-ee1442103dea,delivered,2023-12-15 07:49:04,2023-12-15 08:13:04,2024-01-03 08:13:04
4ba5f97f-5600-4134-8a7c-1cd42082485c,74b14016-41ed-4ecc-b92a-54627cc822a9,delivered,2023-03-13 21:06:19,2023-03-14 12:11:19,2023-03-28 12:11:19
47c60772-9bba-4af7-b5a7-94ae48d7a6b7,47ec978e-009d-4448-bce3-a5b8386389d6,delivered,2022-09-19 03:39:13,2022-09-19 16:43:13,2022-09-28 16:43:13
3b93dba5-442e-46b5-9223-cc4fb0893ba1,241e1d49-ccf4-4152-a3c8-4e416c9dc1bb,delivered,2022-02-15 00:44:36,2022-02-15 18:32:36,2022-02-25 18:32:36
698014d0-8800-4c9b-8787-4faae587d0fd,071a90d4-849d-4789-8a0f-18aeb482562b,delivered,2022-12-05 23:01:22,2022-12-06 08:21:22,2022-12-21 08:21:22
ac209c6b-e128-4bba-93c4-a3caa91c7c75,e61ab567-52e7-491d-8eb4-71f41632384a,delivered,2022-01-10 15:23:53,2022-01-10 21:46:53,2022-01-16 21:46:53
d6158f9c-cc4c-442f-8c33-8be92bbd7fc8,a1be6640-14e5-4e39-ac0b-d257609a7917,delivered,2022-09-23 14:00:57,2022-09-24 11:54:57,2022-10-10 11:54:57
48e27ad5-bdf1-4410-b543-e8967b59d84d,6de21859-2d5a-4446-a11c-f60f281cd685,delivered,2023-08-06 04:26:04,2023-08-07 01:51:04,2023-08-24 01:51:04
b10c1109-3916-4bc3-93f5-c3d7592ca748,5d50cace-7ef8-4dc3-bf39-bf0844657e70,delivered,2023-03-05 08:01:44,2023-03-05 13:22:44,2023-03-08 13:22:44
df3cac59-38d0-47c6-a59a-79c8a77dc04a,751ae180-79e1-49fe-82d3-bf502f001b21,processing,2022-11-19 23:24:50,2022-11-20 09:11:50,2022-11-30 09:11:50
eac35b3c-9629-451c-93c1-589c2e9235a0,8d6a1bdf-a729-48e1-9c47-25e13725d699,delivered,2022-02-25 08:41:03,2022-02-25 09:07:03,2022-03-06 09:07:03
b9a4f0f6-7a54-4ed6-b8ba-1c4c12abe549,5c737454-8f1c-4b76-b5f7-e00217636f5b,delivered,2023-04-21 07:59:00,2023-04-21 08:39:00,2023-05-08 08:39:00
25f89a1a-6624-451d-aa48-d12989ef56d6,f19f2035-7a35-49a1-9f8e-d1d3fe74e27a,delivered,2022-06-24 01:57:56,2022-06-24 19:07:56,2022-07-07 19:07:56
d1e8c7d4-dc00-4e96-ad10-dacc5a2cf899,4da9e571-0d38-4416-bb79-866fb4447731,delivered,2022-09-21 16:05:15,2022-09-22 03:31:15,2022-09-26 03:31:15
2422bf6b-62d1-439e-99af-e61c2736e322,88b33c0a-d992-4694-bcf5-7889f8c353c7,delivered,2022-01-03 06:02:28,2022-01-03 15:17:28,2022-01-17 15:17:28
c77b0904-8672-474f-8357-70bce34a5c7e,40aaa1f2-f8e5-4f88-83ad-9e11a99afe78,delivered,2022-06-29 09:33:53,2022-06-29 15:54:53,2022-07-07 15:54:53
97134745-fd21-4fb7-a49e-6625c8d4e012,9bb969fb-4114-49b6-a871-5a4a3cc3e3d8,delivered,2023-10-08 13:59:48,2023-10-08 18:18:48,2023-10-17 18:18:48
8eb0984a-7ae6-412a-9b7e-a0d8f15453e0,ec136edf-ca19-4177-a6c7-d79ccc20021d,delivered,2022-06-19 23:24:48,2022-06-20 00:42:48,2022-06-28 00:42:48
e540aeea-e3d4-4cbc-8d69-15cfc9537984,27df06b3-768b-4494-a5bd-94cb34ad1c1e,delivered,2022-09-30 12:18:42,2022-10-01 06:15:42,2022-10-09 06:15:42
5fc77978-0c03-45b0-9ac0-9dc1a75fa66e,80703708-fd2e-446f-92d6-3c9448950f72,delivered,2023-12-03 08:09:29,2023-12-03 19:20:29,2023-12-10 19:20:29
ef3946a3-58d9-4531-b4b6-4a853f262c0a,46c256ee-1efe-4c84-adc2-b86aa1bbf3a7,delivered,2023-05-10 10:21:17,2023-05-11 05:16:17,2023-05-29 05:16:17
2702ba6f-0393-4200-92dc-17db0c47e5e5,29680048-2e73-4d0a-a8f4-a540d091dd2c,delivered,2023-08-02 09:26:53,2023-08-03 02:01:53,2023-08-14 02:01:53
eed64f53-d53d-4da4-b4a6-25f2c67bd14c,7ea4d545-74ba-4fa7-8f9b-43b54096b639,delivered,2022-09-16 08:12:07,2022-09-16 12:13:07,2022-09-25 12:13:07
4369fdc7-9912-4775-9ccb-f564d8721303,23500660-9fd9-49e4-bc28-be47681d045e,delivered,2022-03-13 04:21:10,2022-03-13 15:35:10,2022-03-15 15:35:10
384f7c61-a765-4bd2-9193-c684d5fa98b4,0aac5fb7-e556-4af7-8163-263ce1c0635c,delivered,2023-07-13 10:57:01,2023-07-14 07:04:01,2023-07-19 07:04:01
5bde639a-1b32-4ad4-a944-a38aa56fd547,e6977d63-e16c-4fae-8b3f-507cc89139b5,delivered,2023-08-22 00:11:56,2023-08-22 00:39:56,2023-08-25 00:39:56
683a513b-9b0e-40d5-b56a-752dae50ed01,43da6fb9-0602-4ec2-bbff-0283d7bfb5c6,delivered,2023-09-24 18:32:27,2023-09-25 18:11:27,2023-10-01 18:11:27
4558c5a7-42cc-45e4-9aaa-c19bdf20186a,1c5e66ad-2a28-446b-bc7b-7edf9dd4748b,delivered,2022-06-15 12:59:50,2022-06-15 21:38:50,2022-06-22 21:38:50
b2d7d86a-766e-4cd4-9b6f-ddff0dd9b1ec,8321811d-5a4f-4996-bc39-4971017f7e35,delivered,2022-12-09 08:07:00,2022-12-10 05:37:00,2022-12-13 05:37:00
79370ed6-bc07-4dcc-a614-c6553b6d280f,8476dc72-dceb-4a2d-bd59-73fd54bd4283,delivered,2022-03-20 22:26:11,2022-03-21 20:36:11,2022-03-27 20:36:11
2747a175-91e8-4c8d-b17b-865ffb97859c,561ede7a-9d35-4d02-8f55-0d262a79695a,delivered,2023-04-11 18:01:07,2023-04-12 10:50:07,2023-04-21 10:50:07
0bb17ff8-4e78-4e64-b141-35f640b00e79,60bbc857-ba15-4035-ad25-d9ea38fbe01c,delivered,2022-09-23 18:52:26,2022-09-24 10:00:26,2022-10-02 10:00:26
1146268b-2d6a-49af-8868-42fd6e180243,0ac9c7b0-f10e-46f0-83c3-d36c11f9e0fd,delivered,2023-06-27 01:43:23,2023-06-27 06:28:23,2023-07-07 06:28:23
c5cdc01b-a1a1-4f89-b557-d529973def54,5551471a-8eb6-4809-8d53-13a4eb9dfa52,delivered,2023-01-11 12:07:47,2023-01-12 03:13:47,2023-01-31 03:13:47
58f185f4-20c7-4be7-a035-5a053f19d96b,283b97e2-863e-469f-a37f-0ee2a6adc8b5,canceled,2023-04-05 12:13:54,,
eb375a47-4946-44f7-81a1-863c499a778d,6ae55939-ca6a-4e53-a96c-7ed7fdb87474,delivered,2022-07-05 02:49:37,2022-07-05 09:21:37,2022-07-24 09:21:37
b5c0e4b4-fa41-4c92-89b8-9ad455777a1b,d03e8012-f8ed-4916-8975-c5586c14821a,delivered,2022-09-07 13:06:21,2022-09-07 22:39:21,2022-09-26 22:39:21
f4c0d5a3-4712-4072-8f8d-8d4828c4c4f9,d30f433e-97f5-4ae2-8103-b88eb2f736c5,delivered,2023-06-16 10:05:07,2023-06-17 01:35:07,2023-06-28 01:35:07
270e02bf-7fe7-4322-a411-35d690dd8c61,0041efeb-0775-45ff-bce4-be49accd074e,delivered,2022-11-28 06:11:18,2022-11-28 06:22:18,2022-12-16 06:22:18
245b7338-32a7-440e-a71d-c390a9abdc46,9cd46ad0-a5cb-4779-8879-54023232a132,delivered,2023-08-01 03:48:35,2023-08-02 01:07:35,2023-08-15 01:07:35
7f86c852-8ae4-407f-98ad-a94eebd90bb6,3de92303-944d-4fbe-82c8-ed1d350e7972,delivered,2022-08-27 04:04:07,2022-08-27 15:10:07,2022-08-31 15:10:07
09a613a7-46f3-4c76-9d21-34d9a2d77976,a53510ce-d93e-4d5e-b1cf-c161bc0e8a69,delivered,2023-10-27 18:34:56,2023-10-28 01:12:56,2023-11-15 01:12:56
540333fb-d729-4f30-8225-8ea6045d14ff,caa1bdd6-140d-421a-abdd-18fd22930faa,delivered,2022-05-31 14:02:14,2022-05-31 19:27:14,2022-06-11 19:27:14
f692043d-5332-433e-8132-1aa0db4adec8,87f8c9b4-f1b7-480e-a8e8-cf46cefa9997,delivered,2022-06-15 16:45:07,2022-06-15 20:41:07,2022-06-20 20:41:07
918a1d2f-ecad-46e9-96ad-007c619f9c4e,9cc350a7-cff6-419a-9a60-782354f64510,delivered,2022-10-24 07:58:29,2022-10-24 12:33:29,2022-10-31 12:33:29
a5e550ba-c606-427c-99b4-5ecea7215c09,5df78b6a-f989-4a6c-9c8a-b80f874d2d86,delivered,2022-01-28 15:49:09,2022-01-29 08:33:09,2022-02-06 08:33:09
b552bfe0-9389-4f0a-9988-ead913d76c2d,5257b3b4-af9b-48f0-8b6b-6455b7c4a6bc,delivered,2022-02-16 13:48:51,2022-02-17 12:25:51,2022-03-06 12:25:51
f4b21a8e-48fe-49f2-8151-a2d3ebc8f0c5,951dc383-a066-4d6d-b252-31199ad11262,delivered,2022-01-04 18:59:24,2022-01-05 03:53:24,2022-01-08 03:53:24
